NEIGHBORHOOD,TYPE OF HOME,NUMBER OF SALES,LOWEST SALE PRICE,AVERAGE SALE PRICE,MEDIAN SALE PRICE,HIGHEST SALE PRICE
CITY ISLAND              ,03 THREE FAMILY HOMES   , 	1 ," 	699,000 "," 	699,000 "," 	699,000 "," 	699,000 "
CITY ISLAND-PELHAM STRIP ,01 ONE FAMILY HOMES     , 	4 ," 	736,000 "," 	1,989,000 "," 	1,010,000 "," 	5,200,000 "
CO-OP CITY               ,01 ONE FAMILY HOMES     , 	1 ," 	430,000 "," 	430,000 "," 	430,000 "," 	430,000 "
COUNTRY CLUB             ,01 ONE FAMILY HOMES     , 	57 ," 	250,000 "," 	470,087 "," 	447,500 "," 	900,000 "
COUNTRY CLUB             ,02 TWO FAMILY HOMES     , 	36 ," 	290,000 "," 	558,875 "," 	547,500 "," 	830,000 "
COUNTRY CLUB             ,03 THREE FAMILY HOMES   , 	2 ," 	420,000 "," 	465,000 "," 	465,000 "," 	510,000 "
CROTONA PARK             ,01 ONE FAMILY HOMES     , 	4 ," 	216,000 "," 	405,520 "," 	345,662 "," 	714,757 "
CROTONA PARK             ,02 TWO FAMILY HOMES     , 	11 ," 	209,299 "," 	388,118 "," 	400,000 "," 	550,000 "
CROTONA PARK             ,03 THREE FAMILY HOMES   , 	8 ," 	237,500 "," 	403,864 "," 	343,500 "," 	625,000 "
EAST TREMONT             ,01 ONE FAMILY HOMES     , 	9 ," 	222,500 "," 	355,167 "," 	330,000 "," 	750,000 "
EAST TREMONT             ,02 TWO FAMILY HOMES     , 	24 ," 	200,000 "," 	394,774 "," 	417,500 "," 	570,000 "
EAST TREMONT             ,03 THREE FAMILY HOMES   , 	17 ," 	220,000 "," 	465,333 "," 	480,000 "," 	741,139 "
FIELDSTON                ,01 ONE FAMILY HOMES     , 	15 ," 	335,000 "," 	1,497,866 "," 	1,370,000 "," 	3,900,000 "
FIELDSTON                ,03 THREE FAMILY HOMES   , 	3 ," 	877,500 "," 	892,500 "," 	900,000 "," 	900,000 "
FORDHAM                  ,01 ONE FAMILY HOMES     , 	8 ," 	200,000 "," 	422,375 "," 	399,500 "," 	750,000 "
FORDHAM                  ,02 TWO FAMILY HOMES     , 	16 ," 	214,120 "," 	431,587 "," 	410,000 "," 	1,075,000 "
FORDHAM                  ,03 THREE FAMILY HOMES   , 	7 ," 	270,000 "," 	551,268 "," 	500,000 "," 	999,051 "
HIGHBRIDGE/MORRIS HEIGHTS,01 ONE FAMILY HOMES     , 	8 ," 	250,000 "," 	377,875 "," 	379,500 "," 	535,000 "
HIGHBRIDGE/MORRIS HEIGHTS,02 TWO FAMILY HOMES     , 	21 ," 	203,000 "," 	427,241 "," 	460,000 "," 	604,370 "
HIGHBRIDGE/MORRIS HEIGHTS,03 THREE FAMILY HOMES   , 	16 ," 	266,000 "," 	573,457 "," 	533,750 "," 	751,000 "
HUNTS POINT              ,01 ONE FAMILY HOMES     , 	1 ," 	345,112 "," 	345,112 "," 	345,112 "," 	345,112 "
HUNTS POINT              ,02 TWO FAMILY HOMES     , 	7 ," 	258,000 "," 	382,494 "," 	395,460 "," 	555,000 "
HUNTS POINT              ,03 THREE FAMILY HOMES   , 	12 ," 	210,405 "," 	363,305 "," 	355,375 "," 	525,000 "
KINGSBRIDGE HTS/UNIV HTS ,01 ONE FAMILY HOMES     , 	10 ," 	242,000 "," 	423,821 "," 	397,357 "," 	599,000 "
KINGSBRIDGE HTS/UNIV HTS ,02 TWO FAMILY HOMES     , 	18 ," 	220,000 "," 	396,254 "," 	392,500 "," 	550,000 "
KINGSBRIDGE HTS/UNIV HTS ,03 THREE FAMILY HOMES   , 	3 ," 	500,000 "," 	599,167 "," 	567,500 "," 	730,000 "
KINGSBRIDGE/JEROME PARK  ,01 ONE FAMILY HOMES     , 	19 ," 	315,000 "," 	507,906 "," 	495,000 "," 	715,000 "
KINGSBRIDGE/JEROME PARK  ,02 TWO FAMILY HOMES     , 	21 ," 	225,000 "," 	432,322 "," 	350,000 "," 	725,000 "
KINGSBRIDGE/JEROME PARK  ,03 THREE FAMILY HOMES   , 	10 ," 	319,410 "," 	927,962 "," 	639,613 "," 	4,200,000 "
MELROSE/CONCOURSE        ,01 ONE FAMILY HOMES     , 	4 ," 	205,000 "," 	306,000 "," 	280,000 "," 	459,000 "
MELROSE/CONCOURSE        ,02 TWO FAMILY HOMES     , 	25 ," 	220,000 "," 	415,273 "," 	385,000 "," 	830,000 "
MELROSE/CONCOURSE        ,03 THREE FAMILY HOMES   , 	29 ," 	200,000 "," 	469,025 "," 	440,000 "," 	875,000 "
MORRIS PARK/VAN NEST     ,01 ONE FAMILY HOMES     , 	39 ," 	305,000 "," 	441,365 "," 	457,500 "," 	675,000 "
MORRIS PARK/VAN NEST     ,02 TWO FAMILY HOMES     , 	84 ," 	200,000 "," 	479,629 "," 	482,500 "," 	770,000 "
MORRIS PARK/VAN NEST     ,03 THREE FAMILY HOMES   , 	16 ," 	260,000 "," 	578,856 "," 	567,500 "," 	999,950 "
MORRISANIA/LONGWOOD      ,01 ONE FAMILY HOMES     , 	22 ," 	225,000 "," 	356,405 "," 	349,000 "," 	549,000 "
MORRISANIA/LONGWOOD      ,02 TWO FAMILY HOMES     , 	49 ," 	200,000 "," 	461,478 "," 	435,000 "," 	2,969,240 "
MORRISANIA/LONGWOOD      ,03 THREE FAMILY HOMES   , 	44 ," 	200,000 "," 	467,552 "," 	469,950 "," 	946,591 "
MOTT HAVEN/PORT MORRIS   ,01 ONE FAMILY HOMES     , 	13 ," 	255,000 "," 	481,051 "," 	450,000 "," 	866,666 "
MOTT HAVEN/PORT MORRIS   ,02 TWO FAMILY HOMES     , 	20 ," 	250,000 "," 	532,500 "," 	500,000 "," 	1,100,000 "
MOTT HAVEN/PORT MORRIS   ,03 THREE FAMILY HOMES   , 	10 ," 	220,000 "," 	524,897 "," 	469,600 "," 	870,000 "
MOUNT HOPE/MOUNT EDEN    ,01 ONE FAMILY HOMES     , 	5 ," 	205,000 "," 	647,000 "," 	425,000 "," 	1,215,000 "
MOUNT HOPE/MOUNT EDEN    ,02 TWO FAMILY HOMES     , 	14 ," 	205,000 "," 	492,185 "," 	494,500 "," 	650,000 "
MOUNT HOPE/MOUNT EDEN    ,03 THREE FAMILY HOMES   , 	13 ," 	240,000 "," 	480,392 "," 	445,000 "," 	999,999 "
PARKCHESTER              ,01 ONE FAMILY HOMES     , 	10 ," 	225,000 "," 	383,398 "," 	346,000 "," 	676,982 "
PARKCHESTER              ,02 TWO FAMILY HOMES     , 	32 ," 	282,146 "," 	503,463 "," 	477,500 "," 	900,000 "
PARKCHESTER              ,03 THREE FAMILY HOMES   , 	17 ," 	225,000 "," 	491,914 "," 	499,995 "," 	750,000 "
PELHAM GARDENS           ,01 ONE FAMILY HOMES     , 	20 ," 	325,000 "," 	481,328 "," 	477,500 "," 	680,000 "
PELHAM GARDENS           ,02 TWO FAMILY HOMES     , 	18 ," 	407,000 "," 	596,777 "," 	598,400 "," 	761,146 "
PELHAM GARDENS           ,03 THREE FAMILY HOMES   , 	1 ," 	525,000 "," 	525,000 "," 	525,000 "," 	525,000 "
PELHAM PARKWAY NORTH     ,01 ONE FAMILY HOMES     , 	33 ," 	300,000 "," 	471,457 "," 	475,000 "," 	710,000 "
PELHAM PARKWAY NORTH     ,02 TWO FAMILY HOMES     , 	41 ," 	225,000 "," 	514,242 "," 	523,000 "," 	735,000 "
PELHAM PARKWAY NORTH     ,03 THREE FAMILY HOMES   , 	6 ," 	315,000 "," 	506,000 "," 	505,000 "," 	661,000 "
PELHAM PARKWAY SOUTH     ,01 ONE FAMILY HOMES     , 	12 ," 	375,000 "," 	589,458 "," 	561,250 "," 	1,089,000 "
PELHAM PARKWAY SOUTH     ,02 TWO FAMILY HOMES     , 	21 ," 	270,000 "," 	526,167 "," 	510,000 "," 	738,000 "
PELHAM PARKWAY SOUTH     ,03 THREE FAMILY HOMES   , 	4 ," 	455,000 "," 	586,250 "," 	537,500 "," 	815,000 "
RIVERDALE                ,01 ONE FAMILY HOMES     , 	40 ," 	420,000 "," 	1,278,718 "," 	922,500 "," 	3,995,000 "
RIVERDALE                ,02 TWO FAMILY HOMES     , 	20 ," 	250,000 "," 	782,112 "," 	742,500 "," 	2,300,000 "
RIVERDALE                ,03 THREE FAMILY HOMES   , 	7 ," 	263,333 "," 	813,428 "," 	851,000 "," 	1,500,000 "
SCHUYLERVILLE/PELHAM BAY ,01 ONE FAMILY HOMES     , 	56 ," 	200,000 "," 	382,266 "," 	393,200 "," 	565,000 "
SCHUYLERVILLE/PELHAM BAY ,02 TWO FAMILY HOMES     , 	57 ," 	245,000 "," 	515,817 "," 	500,000 "," 	900,000 "
SCHUYLERVILLE/PELHAM BAY ,03 THREE FAMILY HOMES   , 	23 ," 	320,000 "," 	582,610 "," 	600,000 "," 	938,000 "
SOUNDVIEW                ,01 ONE FAMILY HOMES     , 	30 ," 	201,000 "," 	333,687 "," 	329,500 "," 	540,000 "
SOUNDVIEW                ,02 TWO FAMILY HOMES     , 	133 ," 	200,000 "," 	439,707 "," 	450,000 "," 	760,000 "
SOUNDVIEW                ,03 THREE FAMILY HOMES   , 	55 ," 	218,500 "," 	517,690 "," 	505,000 "," 	794,235 "
THROGS NECK              ,01 ONE FAMILY HOMES     , 	108 ," 	200,000 "," 	404,797 "," 	402,500 "," 	811,000 "
THROGS NECK              ,02 TWO FAMILY HOMES     , 	74 ," 	250,000 "," 	484,759 "," 	499,500 "," 	825,000 "
THROGS NECK              ,03 THREE FAMILY HOMES   , 	10 ," 	300,000 "," 	571,117 "," 	597,134 "," 	750,000 "
WAKEFIELD                ,01 ONE FAMILY HOMES     , 	65 ," 	204,000 "," 	357,895 "," 	365,000 "," 	655,000 "
WAKEFIELD                ,02 TWO FAMILY HOMES     , 	88 ," 	200,000 "," 	456,727 "," 	440,000 "," 	900,000 "
WAKEFIELD                ,03 THREE FAMILY HOMES   , 	9 ," 	310,000 "," 	436,179 "," 	433,859 "," 	545,000 "
WESTCHESTER              ,01 ONE FAMILY HOMES     , 	13 ," 	232,000 "," 	990,192 "," 	403,000 "," 	8,000,000 "
WESTCHESTER              ,02 TWO FAMILY HOMES     , 	36 ," 	230,000 "," 	477,618 "," 	492,500 "," 	710,000 "
WESTCHESTER              ,03 THREE FAMILY HOMES   , 	6 ," 	292,600 "," 	521,267 "," 	562,500 "," 	660,000 "
WILLIAMSBRIDGE           ,01 ONE FAMILY HOMES     , 	43 ," 	208,000 "," 	368,395 "," 	375,000 "," 	825,000 "
WILLIAMSBRIDGE           ,02 TWO FAMILY HOMES     , 	138 ," 	200,000 "," 	418,358 "," 	415,650 "," 	800,000 "
WILLIAMSBRIDGE           ,03 THREE FAMILY HOMES   , 	57 ," 	200,000 "," 	471,452 "," 	474,900 "," 	699,000 "
WOODLAWN                 ,01 ONE FAMILY HOMES     , 	18 ," 	215,000 "," 	443,285 "," 	447,500 "," 	624,000 "
WOODLAWN                 ,02 TWO FAMILY HOMES     , 	18 ," 	405,000 "," 	518,115 "," 	527,500 "," 	635,000 "
WOODLAWN                 ,03 THREE FAMILY HOMES   , 	4 ," 	372,500 "," 	525,625 "," 	565,000 "," 	600,000 "
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
