NEIGHBORHOOD,TYPE OF HOME,NUMBER OF SALES,LOWEST SALE PRICE,AVERAGE SALE PRICE,MEDIAN SALE PRICE,HIGHEST SALE PRICE
BROOKLYN-UNKNOWN         ,03 THREE FAMILY HOMES   ,1,"1,567,000","1,567,000","1,567,000","1,567,000"
BROWNSVILLE              ,01 ONE FAMILY HOMES     ,29,"212,000","312,641","300,000","654,177"
BROWNSVILLE              ,02 TWO FAMILY HOMES     ,38,"200,000","431,409","401,000","1,200,000"
BROWNSVILLE              ,03 THREE FAMILY HOMES   ,11,"225,854","487,506","499,000","725,000"
BUSH TERMINAL            ,02 TWO FAMILY HOMES     ,10,"430,000","681,000","712,500","860,000"
BUSH TERMINAL            ,03 THREE FAMILY HOMES   ,8,"575,000","753,531","760,000","905,000"
BUSHWICK                 ,01 ONE FAMILY HOMES     ,16,"300,000","688,217","725,000","1,018,584"
BUSHWICK                 ,02 TWO FAMILY HOMES     ,239,"210,000","813,448","799,000","2,320,000"
BUSHWICK                 ,03 THREE FAMILY HOMES   ,118,"225,000","830,333","819,000","2,200,000"
CANARSIE                 ,01 ONE FAMILY HOMES     ,103,"200,000","368,445","370,000","602,160"
CANARSIE                 ,02 TWO FAMILY HOMES     ,246,"210,000","470,364","475,000","836,423"
CANARSIE                 ,03 THREE FAMILY HOMES   ,36,"200,844","533,225","542,500","840,000"
CARROLL GARDENS          ,01 ONE FAMILY HOMES     ,3,"2,950,000","5,981,667","5,995,000","9,000,000"
CARROLL GARDENS          ,02 TWO FAMILY HOMES     ,18,"435,000","2,302,444","2,137,500","4,550,000"
CARROLL GARDENS          ,03 THREE FAMILY HOMES   ,18,"1,625,000","2,607,778","2,600,000","3,500,000"
CLINTON HILL             ,01 ONE FAMILY HOMES     ,9,"999,999","2,543,844","2,300,000","7,200,000"
CLINTON HILL             ,02 TWO FAMILY HOMES     ,18,"255,000","2,211,333","2,450,000","3,500,000"
CLINTON HILL             ,03 THREE FAMILY HOMES   ,13,"714,302","1,976,738","1,775,500","3,345,000"
COBBLE HILL              ,01 ONE FAMILY HOMES     ,16,"1,455,000","4,543,155","3,894,807","15,500,000"
COBBLE HILL              ,02 TWO FAMILY HOMES     ,11,"2,600,000","4,833,977","5,500,000","6,873,187"
COBBLE HILL              ,03 THREE FAMILY HOMES   ,2,"3,308,750","3,404,375","3,404,375","3,500,000"
COBBLE HILL-WEST         ,01 ONE FAMILY HOMES     ,1,"2,800,000","2,800,000","2,800,000","2,800,000"
COBBLE HILL-WEST         ,02 TWO FAMILY HOMES     ,4,"720,000","1,281,250","1,125,000","2,155,000"
COBBLE HILL-WEST         ,03 THREE FAMILY HOMES   ,2,"2,270,000","3,185,000","3,185,000","4,100,000"
CONEY ISLAND             ,01 ONE FAMILY HOMES     ,30,"302,000","416,943","422,500","570,000"
CONEY ISLAND             ,02 TWO FAMILY HOMES     ,4,"350,000","762,500","525,000","1,650,000"
CONEY ISLAND             ,03 THREE FAMILY HOMES   ,2,"421,000","486,500","486,500","552,000"
CROWN HEIGHTS            ,01 ONE FAMILY HOMES     ,44,"349,745","1,029,103","982,500","2,095,000"
CROWN HEIGHTS            ,02 TWO FAMILY HOMES     ,166,"200,000","873,988","792,500","1,860,000"
CROWN HEIGHTS            ,03 THREE FAMILY HOMES   ,36,"206,000","1,178,514","967,500","4,700,000"
CYPRESS HILLS            ,01 ONE FAMILY HOMES     ,36,"205,000","403,854","414,750","625,000"
CYPRESS HILLS            ,02 TWO FAMILY HOMES     ,115,"200,000","482,261","492,500","951,000"
CYPRESS HILLS            ,03 THREE FAMILY HOMES   ,35,"200,000","524,352","565,000","870,000"
DOWNTOWN-FULTON FERRY    ,01 ONE FAMILY HOMES     ,6,"3,350,000","4,253,668","4,324,825","4,811,231"
DOWNTOWN-FULTON MALL     ,01 ONE FAMILY HOMES     ,2,"3,775,000","3,937,500","3,937,500","4,100,000"
DOWNTOWN-FULTON MALL     ,02 TWO FAMILY HOMES     ,3,"2,455,000","3,085,000","2,500,000","4,300,000"
DOWNTOWN-METROTECH       ,01 ONE FAMILY HOMES     ,1,"1,940,000","1,940,000","1,940,000","1,940,000"
DOWNTOWN-METROTECH       ,02 TWO FAMILY HOMES     ,1,"1,275,000","1,275,000","1,275,000","1,275,000"
DYKER HEIGHTS            ,01 ONE FAMILY HOMES     ,60,"210,000","841,800","823,500","1,600,000"
DYKER HEIGHTS            ,02 TWO FAMILY HOMES     ,53,"670,000","1,094,157","1,065,000","2,099,000"
DYKER HEIGHTS            ,03 THREE FAMILY HOMES   ,19,"815,000","1,171,263","1,150,000","1,750,000"
EAST NEW YORK            ,01 ONE FAMILY HOMES     ,57,"210,000","337,154","345,000","525,000"
EAST NEW YORK            ,02 TWO FAMILY HOMES     ,242,"200,000","460,285","480,000","1,650,000"
EAST NEW YORK            ,03 THREE FAMILY HOMES   ,105,"200,000","490,530","545,000","780,000"
FLATBUSH-CENTRAL         ,01 ONE FAMILY HOMES     ,80,"225,000","1,367,150","1,253,750","6,550,000"
FLATBUSH-CENTRAL         ,02 TWO FAMILY HOMES     ,83,"217,400","910,510","715,000","2,600,000"
FLATBUSH-CENTRAL         ,03 THREE FAMILY HOMES   ,29,"215,000","812,621","734,000","2,200,000"
FLATBUSH-EAST            ,01 ONE FAMILY HOMES     ,162,"200,000","461,351","446,000","1,350,000"
FLATBUSH-EAST            ,02 TWO FAMILY HOMES     ,153,"200,000","517,713","499,000","1,050,000"
FLATBUSH-EAST            ,03 THREE FAMILY HOMES   ,28,"230,000","517,834","537,500","775,000"
FLATBUSH-LEFFERTS GARDEN ,01 ONE FAMILY HOMES     ,36,"250,000","1,455,574","1,525,000","2,408,000"
FLATBUSH-LEFFERTS GARDEN ,02 TWO FAMILY HOMES     ,26,"200,000","907,385","842,500","1,508,800"
FLATBUSH-LEFFERTS GARDEN ,03 THREE FAMILY HOMES   ,8,"700,000","1,480,213","1,551,752","2,400,000"
FLATBUSH-NORTH           ,01 ONE FAMILY HOMES     ,34,"230,000","508,583","450,000","1,978,000"
FLATBUSH-NORTH           ,02 TWO FAMILY HOMES     ,72,"225,000","531,895","500,000","1,978,000"
FLATBUSH-NORTH           ,03 THREE FAMILY HOMES   ,25,"200,000","624,343","578,240","1,578,287"
FLATLANDS                ,01 ONE FAMILY HOMES     ,49,"220,000","424,349","437,500","615,000"
FLATLANDS                ,02 TWO FAMILY HOMES     ,31,"265,000","515,534","505,000","792,500"
FLATLANDS                ,03 THREE FAMILY HOMES   ,1,"683,400","683,400","683,400","683,400"
FORT GREENE              ,01 ONE FAMILY HOMES     ,2,"340,969","1,345,485","1,345,485","2,350,000"
FORT GREENE              ,02 TWO FAMILY HOMES     ,15,"483,000","2,396,128","2,350,000","5,020,000"
FORT GREENE              ,03 THREE FAMILY HOMES   ,12,"480,000","2,332,000","2,262,500","5,250,000"
GERRITSEN BEACH          ,01 ONE FAMILY HOMES     ,49,"211,000","383,164","380,000","625,000"
GERRITSEN BEACH          ,02 TWO FAMILY HOMES     ,6,"253,500","465,083","480,000","690,000"
GERRITSEN BEACH          ,03 THREE FAMILY HOMES   ,1,"660,000","660,000","660,000","660,000"
GOWANUS                  ,01 ONE FAMILY HOMES     ,6,"655,000","964,158","912,475","1,320,000"
GOWANUS                  ,02 TWO FAMILY HOMES     ,20,"515,000","1,959,360","1,761,000","4,250,000"
GOWANUS                  ,03 THREE FAMILY HOMES   ,7,"400,000","1,391,429","1,250,000","2,700,000"
GRAVESEND                ,01 ONE FAMILY HOMES     ,82,"216,500","708,445","700,000","1,625,000"
GRAVESEND                ,02 TWO FAMILY HOMES     ,125,"304,000","870,697","860,000","1,450,000"
GRAVESEND                ,03 THREE FAMILY HOMES   ,35,"330,000","910,457","930,000","1,350,000"
GREENPOINT               ,01 ONE FAMILY HOMES     ,9,"300,000","1,450,222","1,625,000","2,380,000"
GREENPOINT               ,02 TWO FAMILY HOMES     ,38,"284,347","2,060,207","1,550,000","18,000,000"
GREENPOINT               ,03 THREE FAMILY HOMES   ,32,"250,000","1,574,702","1,680,000","2,350,000"
KENSINGTON               ,01 ONE FAMILY HOMES     ,4,"233,500","860,875","895,000","1,420,000"
KENSINGTON               ,02 TWO FAMILY HOMES     ,19,"301,197","994,116","995,000","1,405,000"
KENSINGTON               ,03 THREE FAMILY HOMES   ,6,"700,000","1,144,833","1,229,500","1,500,000"
MADISON                  ,01 ONE FAMILY HOMES     ,81,"230,000","729,446","720,000","1,480,000"
MADISON                  ,02 TWO FAMILY HOMES     ,52,"391,500","753,774","765,000","1,175,000"
MADISON                  ,03 THREE FAMILY HOMES   ,10,"560,000","1,233,135","1,313,000","1,578,287"
MANHATTAN BEACH          ,01 ONE FAMILY HOMES     ,30,"425,000","1,547,872","1,232,500","4,400,000"
MANHATTAN BEACH          ,02 TWO FAMILY HOMES     ,14,"735,000","1,557,654","1,612,500","2,175,000"
MARINE PARK              ,01 ONE FAMILY HOMES     ,143,"200,000","537,002","540,000","965,000"
MARINE PARK              ,02 TWO FAMILY HOMES     ,56,"265,000","601,739","609,000","900,000"
MARINE PARK              ,03 THREE FAMILY HOMES   ,4,"440,000","504,500","500,000","578,000"
MIDWOOD                  ,01 ONE FAMILY HOMES     ,93,"340,000","934,065","850,000","3,525,000"
MIDWOOD                  ,02 TWO FAMILY HOMES     ,40,"250,000","846,055","917,500","1,590,000"
MIDWOOD                  ,03 THREE FAMILY HOMES   ,11,"735,000","1,757,500","1,185,000","9,000,000"
MILL BASIN               ,01 ONE FAMILY HOMES     ,49,"200,000","873,180","890,000","1,625,000"
MILL BASIN               ,02 TWO FAMILY HOMES     ,28,"325,000","688,964","662,500","1,250,000"
NAVY YARD                ,01 ONE FAMILY HOMES     ,1,"970,000","970,000","970,000","970,000"
NAVY YARD                ,02 TWO FAMILY HOMES     ,1,"950,000","950,000","950,000","950,000"
NAVY YARD                ,03 THREE FAMILY HOMES   ,3,"500,000","1,017,752","1,153,256","1,400,000"
OCEAN HILL               ,01 ONE FAMILY HOMES     ,6,"330,000","508,167","429,750","925,000"
OCEAN HILL               ,02 TWO FAMILY HOMES     ,132,"205,000","694,794","677,750","2,100,000"
OCEAN HILL               ,03 THREE FAMILY HOMES   ,78,"209,000","670,715","671,500","1,595,000"
OCEAN PARKWAY-NORTH      ,01 ONE FAMILY HOMES     ,74,"400,000","1,202,485","852,750","4,100,000"
OCEAN PARKWAY-NORTH      ,02 TWO FAMILY HOMES     ,68,"220,000","1,053,656","917,500","2,900,000"
OCEAN PARKWAY-NORTH      ,03 THREE FAMILY HOMES   ,12,"498,000","1,101,500","1,125,000","1,640,000"
OCEAN PARKWAY-SOUTH      ,01 ONE FAMILY HOMES     ,38,"400,000","2,241,816","1,037,500","8,600,000"
OCEAN PARKWAY-SOUTH      ,02 TWO FAMILY HOMES     ,79,"325,000","990,430","825,000","3,300,000"
OCEAN PARKWAY-SOUTH      ,03 THREE FAMILY HOMES   ,20,"350,000","2,071,650","982,500","15,000,000"
OLD MILL BASIN           ,01 ONE FAMILY HOMES     ,74,"233,000","429,095","433,500","705,000"
OLD MILL BASIN           ,02 TWO FAMILY HOMES     ,41,"365,000","511,872","488,000","760,000"
OLD MILL BASIN           ,03 THREE FAMILY HOMES   ,6,"600,000","662,500","630,000","810,000"
PARK SLOPE               ,01 ONE FAMILY HOMES     ,11,"2,100,000","4,507,911","3,945,000","12,400,000"
PARK SLOPE               ,02 TWO FAMILY HOMES     ,50,"655,043","2,924,371","2,875,000","7,665,000"
PARK SLOPE               ,03 THREE FAMILY HOMES   ,22,"750,000","2,211,307","2,187,500","4,500,000"
PARK SLOPE SOUTH         ,01 ONE FAMILY HOMES     ,8,"800,000","1,274,875","1,330,000","1,750,000"
PARK SLOPE SOUTH         ,02 TWO FAMILY HOMES     ,28,"200,000","1,642,251","1,589,250","3,200,000"
PARK SLOPE SOUTH         ,03 THREE FAMILY HOMES   ,12,"1,191,352","1,888,029","1,805,000","3,250,000"
PROSPECT HEIGHTS         ,01 ONE FAMILY HOMES     ,6,"2,000,000","3,109,667","3,022,500","4,425,000"
PROSPECT HEIGHTS         ,02 TWO FAMILY HOMES     ,11,"1,200,000","2,654,591","2,350,000","4,425,000"
PROSPECT HEIGHTS         ,03 THREE FAMILY HOMES   ,8,"525,000","2,305,000","2,600,000","3,550,000"
RED HOOK                 ,01 ONE FAMILY HOMES     ,3,"1,425,000","1,730,333","1,560,000","2,206,000"
RED HOOK                 ,02 TWO FAMILY HOMES     ,8,"300,000","1,140,644","1,262,500","1,900,000"
SEAGATE                  ,01 ONE FAMILY HOMES     ,10,"219,600","405,097","457,500","667,000"
SEAGATE                  ,02 TWO FAMILY HOMES     ,24,"230,000","497,688","502,500","931,000"
SEAGATE                  ,03 THREE FAMILY HOMES   ,3,"300,000","473,333","520,000","600,000"
SHEEPSHEAD BAY           ,01 ONE FAMILY HOMES     ,83,"255,000","630,542","600,000","1,725,000"
SHEEPSHEAD BAY           ,02 TWO FAMILY HOMES     ,98,"250,000","697,609","703,500","1,300,000"
SHEEPSHEAD BAY           ,03 THREE FAMILY HOMES   ,22,"264,830","901,290","897,500","1,350,000"
SUNSET PARK              ,01 ONE FAMILY HOMES     ,17,"250,000","1,099,294","895,000","3,000,000"
SUNSET PARK              ,02 TWO FAMILY HOMES     ,149,"250,000","1,039,175","998,000","3,000,000"
SUNSET PARK              ,03 THREE FAMILY HOMES   ,37,"500,000","1,104,946","995,000","2,500,000"
WILLIAMSBURG-CENTRAL     ,01 ONE FAMILY HOMES     ,2,"1,100,000","1,100,000","1,100,000","1,100,000"
WILLIAMSBURG-CENTRAL     ,02 TWO FAMILY HOMES     ,7,"470,000","1,687,000","1,200,000","4,855,000"
WILLIAMSBURG-CENTRAL     ,03 THREE FAMILY HOMES   ,4,"995,000","1,298,375","1,149,250","1,900,000"
WILLIAMSBURG-EAST        ,01 ONE FAMILY HOMES     ,9,"521,169","1,471,002","1,490,000","1,885,000"
WILLIAMSBURG-EAST        ,02 TWO FAMILY HOMES     ,46,"700,000","1,875,478","1,737,500","5,500,000"
WILLIAMSBURG-EAST        ,03 THREE FAMILY HOMES   ,16,"1,200,000","1,855,375","1,800,000","2,750,000"
WILLIAMSBURG-NORTH       ,02 TWO FAMILY HOMES     ,9,"750,000","4,408,333","4,500,000","12,250,000"
WILLIAMSBURG-NORTH       ,03 THREE FAMILY HOMES   ,4,"2,100,000","2,656,250","2,700,000","3,125,000"
WILLIAMSBURG-SOUTH       ,02 TWO FAMILY HOMES     ,4,"630,702","2,038,926","1,512,500","4,500,000"
WILLIAMSBURG-SOUTH       ,03 THREE FAMILY HOMES   ,6,"640,000","1,652,500","1,800,000","2,275,000"
WINDSOR TERRACE          ,01 ONE FAMILY HOMES     ,13,"200,000","1,341,486","1,412,500","2,300,000"
WINDSOR TERRACE          ,02 TWO FAMILY HOMES     ,28,"300,000","1,370,241","1,450,000","2,075,000"
WINDSOR TERRACE          ,03 THREE FAMILY HOMES   ,5,"700,000","1,541,750","1,500,000","2,240,000"
WYCKOFF HEIGHTS          ,01 ONE FAMILY HOMES     ,4,"810,000","889,750","899,500","950,000"
WYCKOFF HEIGHTS          ,02 TWO FAMILY HOMES     ,20,"496,860","928,392","948,194","1,400,000"
WYCKOFF HEIGHTS          ,03 THREE FAMILY HOMES   ,13,"450,000","875,461","940,000","1,300,000"
