NEIGHBORHOOD,TYPE OF HOME,NUMBER OF SALES,LOWEST SALE PRICE,AVERAGE SALE PRICE,MEDIAN SALE PRICE,HIGHEST SALE PRICE
GRYMES HILL              ,03 THREE FAMILY HOMES   ,1,"$210,000.00 ","$210,000.00 ","$210,000.00 ","$210,000.00 "
HUGUENOT                 ,01 ONE FAMILY HOMES     ,31,"$330,000.00 ","$556,629.00 ","$540,000.00 ","$1,100,000.00 "
HUGUENOT                 ,02 TWO FAMILY HOMES     ,20,"$460,000.00 ","$690,937.00 ","$737,500.00 ","$865,500.00 "
LIVINGSTON               ,01 ONE FAMILY HOMES     ,13,"$250,000.00 ","$373,054.00 ","$327,500.00 ","$650,000.00 "
LIVINGSTON               ,02 TWO FAMILY HOMES     ,4,"$293,000.00 ","$392,925.00 ","$342,500.00 ","$593,699.00 "
MANOR HEIGHTS            ,01 ONE FAMILY HOMES     ,39,"$235,000.00 ","$428,500.00 ","$418,000.00 ","$1,250,000.00 "
MANOR HEIGHTS            ,02 TWO FAMILY HOMES     ,15,"$260,000.00 ","$477,267.00 ","$515,000.00 ","$649,000.00 "
MARINERS HARBOR          ,01 ONE FAMILY HOMES     ,35,"$205,000.00 ","$288,171.00 ","$280,000.00 ","$499,900.00 "
MARINERS HARBOR          ,02 TWO FAMILY HOMES     ,15,"$226,000.00 ","$323,847.00 ","$314,500.00 ","$456,300.00 "
MIDLAND BEACH            ,01 ONE FAMILY HOMES     ,50,"$237,000.00 ","$453,189.00 ","$399,758.00 ","$2,800,000.00 "
MIDLAND BEACH            ,02 TWO FAMILY HOMES     ,13,"$300,299.00 ","$495,320.00 ","$500,000.00 ","$730,000.00 "
MIDLAND BEACH            ,03 THREE FAMILY HOMES   ,1,"$240,000.00 ","$240,000.00 ","$240,000.00 ","$240,000.00 "
NEW BRIGHTON             ,01 ONE FAMILY HOMES     ,30,"$200,000.00 ","$321,978.00 ","$319,500.00 ","$525,000.00 "
NEW BRIGHTON             ,02 TWO FAMILY HOMES     ,20,"$220,000.00 ","$351,435.00 ","$348,004.00 ","$720,000.00 "
NEW BRIGHTON             ,03 THREE FAMILY HOMES   ,6,"$257,000.00 ","$299,270.00 ","$302,000.00 ","$334,620.00 "
NEW DORP                 ,01 ONE FAMILY HOMES     ,45,"$215,000.00 ","$472,616.00 ","$365,000.00 ","$4,350,000.00 "
NEW DORP                 ,02 TWO FAMILY HOMES     ,30,"$283,920.00 ","$481,444.00 ","$462,500.00 ","$789,143.00 "
NEW DORP-BEACH           ,01 ONE FAMILY HOMES     ,16,"$231,000.00 ","$338,060.00 ","$340,000.00 ","$427,500.00 "
NEW DORP-BEACH           ,02 TWO FAMILY HOMES     ,2,"$405,000.00 ","$430,000.00 ","$430,000.00 ","$455,000.00 "
NEW DORP-BEACH           ,03 THREE FAMILY HOMES   ,1,"$410,000.00 ","$410,000.00 ","$410,000.00 ","$410,000.00 "
NEW DORP-HEIGHTS         ,01 ONE FAMILY HOMES     ,25,"$310,000.00 ","$511,700.00 ","$440,000.00 ","$965,000.00 "
NEW DORP-HEIGHTS         ,02 TWO FAMILY HOMES     ,2,"$600,000.00 ","$700,000.00 ","$700,000.00 ","$800,000.00 "
NEW SPRINGVILLE          ,01 ONE FAMILY HOMES     ,57,"$247,500.00 ","$421,521.00 ","$407,000.00 ","$995,000.00 "
NEW SPRINGVILLE          ,02 TWO FAMILY HOMES     ,40,"$230,000.00 ","$504,400.00 ","$492,500.00 ","$860,421.00 "
OAKWOOD                  ,01 ONE FAMILY HOMES     ,17,"$202,500.00 ","$438,457.00 ","$410,000.00 ","$655,000.00 "
OAKWOOD                  ,02 TWO FAMILY HOMES     ,3,"$262,500.00 ","$435,833.00 ","$470,000.00 ","$575,000.00 "
OAKWOOD-BEACH            ,01 ONE FAMILY HOMES     ,15,"$200,000.00 ","$369,701.00 ","$380,000.00 ","$645,000.00 "
OAKWOOD-BEACH            ,02 TWO FAMILY HOMES     ,2,"$560,241.00 ","$575,121.00 ","$575,121.00 ","$590,000.00 "
PLEASANT PLAINS          ,01 ONE FAMILY HOMES     ,17,"$282,500.00 ","$701,869.00 ","$665,000.00 ","$1,624,108.00 "
PLEASANT PLAINS          ,02 TWO FAMILY HOMES     ,14,"$370,000.00 ","$742,558.00 ","$766,935.00 ","$1,150,000.00 "
PORT IVORY               ,01 ONE FAMILY HOMES     ,7,"$200,000.00 ","$265,574.00 ","$232,300.00 ","$499,219.00 "
PORT IVORY               ,02 TWO FAMILY HOMES     ,2,"$217,000.00 ","$231,000.00 ","$231,000.00 ","$245,000.00 "
PORT RICHMOND            ,01 ONE FAMILY HOMES     ,32,"$208,350.00 ","$283,332.00 ","$265,000.00 ","$415,000.00 "
PORT RICHMOND            ,02 TWO FAMILY HOMES     ,15,"$207,000.00 ","$288,966.00 ","$270,000.00 ","$380,000.00 "
PRINCES BAY              ,01 ONE FAMILY HOMES     ,41,"$310,000.00 ","$636,788.00 ","$430,000.00 ","$5,700,000.00 "
PRINCES BAY              ,02 TWO FAMILY HOMES     ,30,"$445,000.00 ","$644,751.00 ","$661,000.00 ","$916,425.00 "
RICHMONDTOWN             ,01 ONE FAMILY HOMES     ,34,"$211,564.00 ","$624,257.00 ","$552,000.00 ","$1,465,000.00 "
RICHMONDTOWN-LIGHTHS HILL,01 ONE FAMILY HOMES     ,6,"$475,000.00 ","$580,083.00 ","$547,500.00 ","$775,000.00 "
ROSEBANK                 ,01 ONE FAMILY HOMES     ,60,"$215,000.00 ","$346,317.00 ","$325,600.00 ","$590,585.00 "
ROSEBANK                 ,02 TWO FAMILY HOMES     ,15,"$207,870.00 ","$341,725.00 ","$350,000.00 ","$460,000.00 "
ROSEBANK                 ,03 THREE FAMILY HOMES   ,1,"$330,000.00 ","$330,000.00 ","$330,000.00 ","$330,000.00 "
ROSSVILLE                ,01 ONE FAMILY HOMES     ,34,"$220,000.00 ","$435,990.00 ","$335,000.00 ","$1,100,000.00 "
ROSSVILLE                ,02 TWO FAMILY HOMES     ,19,"$385,000.00 ","$677,939.00 ","$750,000.00 ","$935,000.00 "
ROSSVILLE-CHARLESTON     ,01 ONE FAMILY HOMES     ,31,"$299,130.00 ","$518,186.00 ","$548,836.00 ","$697,501.00 "
ROSSVILLE-CHARLESTON     ,02 TWO FAMILY HOMES     ,4,"$472,000.00 ","$514,000.00 ","$502,000.00 ","$580,000.00 "
ROSSVILLE-PORT MOBIL     ,01 ONE FAMILY HOMES     ,1,"$840,000.00 ","$840,000.00 ","$840,000.00 ","$840,000.00 "
ROSSVILLE-RICHMOND VALLEY,01 ONE FAMILY HOMES     ,1,"$4,075,000.00 ","$4,075,000.00 ","$4,075,000.00 ","$4,075,000.00 "
SILVER LAKE              ,01 ONE FAMILY HOMES     ,23,"$201,750.00 ","$524,919.00 ","$425,000.00 ","$1,150,000.00 "
SILVER LAKE              ,02 TWO FAMILY HOMES     ,6,"$408,000.00 ","$517,417.00 ","$499,250.00 ","$723,000.00 "
SOUTH BEACH              ,01 ONE FAMILY HOMES     ,53,"$200,000.00 ","$360,394.00 ","$352,000.00 ","$689,000.00 "
SOUTH BEACH              ,02 TWO FAMILY HOMES     ,19,"$250,000.00 ","$426,613.00 ","$410,000.00 ","$710,738.00 "
SOUTH BEACH              ,03 THREE FAMILY HOMES   ,1,"$350,000.00 ","$350,000.00 ","$350,000.00 ","$350,000.00 "
STAPLETON                ,01 ONE FAMILY HOMES     ,9,"$200,000.00 ","$316,528.00 ","$238,000.00 ","$505,000.00 "
STAPLETON                ,02 TWO FAMILY HOMES     ,8,"$232,300.00 ","$387,920.00 ","$363,000.00 ","$520,000.00 "
STAPLETON-CLIFTON        ,01 ONE FAMILY HOMES     ,5,"$235,000.00 ","$288,519.00 ","$280,000.00 ","$389,000.00 "
STAPLETON-CLIFTON        ,02 TWO FAMILY HOMES     ,1,"$375,000.00 ","$375,000.00 ","$375,000.00 ","$375,000.00 "
STATEN ISLAND-UNKNOWN    ,01 ONE FAMILY HOMES     ,1,"$1,240,000.00 ","$1,240,000.00 ","$1,240,000.00 ","$1,240,000.00 "
SUNNYSIDE                ,01 ONE FAMILY HOMES     ,15,"$249,000.00 ","$397,110.00 ","$382,760.00 ","$785,000.00 "
SUNNYSIDE                ,02 TWO FAMILY HOMES     ,8,"$325,000.00 ","$443,150.00 ","$451,850.00 ","$535,000.00 "
SUNNYSIDE                ,03 THREE FAMILY HOMES   ,1,"$510,000.00 ","$510,000.00 ","$510,000.00 ","$510,000.00 "
TODT HILL                ,01 ONE FAMILY HOMES     ,25,"$425,000.00 ","$1,545,543.00 ","$1,200,000.00 ","$3,700,000.00 "
TOMPKINSVILLE            ,01 ONE FAMILY HOMES     ,7,"$200,000.00 ","$388,471.00 ","$353,500.00 ","$567,000.00 "
TOMPKINSVILLE            ,02 TWO FAMILY HOMES     ,4,"$279,000.00 ","$358,750.00 ","$365,500.00 ","$425,000.00 "
TOTTENVILLE              ,01 ONE FAMILY HOMES     ,66,"$223,080.00 ","$556,476.00 ","$451,500.00 ","$2,111,000.00 "
TOTTENVILLE              ,02 TWO FAMILY HOMES     ,30,"$387,500.00 ","$643,968.00 ","$688,103.00 ","$865,000.00 "
TRAVIS                   ,01 ONE FAMILY HOMES     ,26,"$250,000.00 ","$376,957.00 ","$371,893.00 ","$715,000.00 "
TRAVIS                   ,02 TWO FAMILY HOMES     ,6,"$280,000.00 ","$427,628.00 ","$445,138.00 ","$585,493.00 "
WEST NEW BRIGHTON        ,01 ONE FAMILY HOMES     ,48,"$210,000.00 ","$413,148.00 ","$337,500.00 ","$3,250,000.00 "
WEST NEW BRIGHTON        ,02 TWO FAMILY HOMES     ,25,"$235,000.00 ","$383,674.00 ","$385,000.00 ","$560,000.00 "
WEST NEW BRIGHTON        ,03 THREE FAMILY HOMES   ,1,"$370,000.00 ","$370,000.00 ","$370,000.00 ","$370,000.00 "
WESTERLEIGH              ,01 ONE FAMILY HOMES     ,61,"$200,000.00 ","$390,027.00 ","$375,000.00 ","$675,000.00 "
WESTERLEIGH              ,02 TWO FAMILY HOMES     ,25,"$300,000.00 ","$475,174.00 ","$455,000.00 ","$707,683.00 "
WILLOWBROOK              ,01 ONE FAMILY HOMES     ,61,"$208,000.00 ","$436,548.00 ","$400,000.00 ","$1,590,000.00 "
WILLOWBROOK              ,02 TWO FAMILY HOMES     ,21,"$250,000.00 ","$498,389.00 ","$510,000.00 ","$635,000.00 "
WOODROW                  ,01 ONE FAMILY HOMES     ,58,"$230,000.00 ","$548,397.00 ","$455,700.00 ","$4,000,000.00 "
WOODROW                  ,02 TWO FAMILY HOMES     ,33,"$254,288.00 ","$622,769.00 ","$570,000.00 ","$1,300,000.00 "
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
