NEIGHBORHOOD,TYPE OF HOME,NUMBER OF SALES,LOWEST SALE PRICE,AVERAGE SALE PRICE,MEDIAN SALE PRICE,HIGHEST SALE PRICE
GRASMERE                 ,01 ONE FAMILY HOMES                        ,37 ,"$345,000","$508,809","$456,000","$900,000"
GRASMERE                 ,02 TWO FAMILY HOMES                        ,4 ,"$275,000","$560,250","$532,500","$901,000"
GREAT KILLS              ,01 ONE FAMILY HOMES                        ,321 ,"$203,000","$439,724","$437,750","$810,000"
GREAT KILLS              ,02 TWO FAMILY HOMES                        ,112 ,"$249,999","$571,441","$555,500","$916,425"
GREAT KILLS              ,03 THREE FAMILY HOMES                      ,1 ,"$650,000","$650,000","$650,000","$650,000"
GREAT KILLS-BAY TERRACE  ,01 ONE FAMILY HOMES                        ,19 ,"$180,000","$434,962","$445,000","$660,000"
GREAT KILLS-BAY TERRACE  ,02 TWO FAMILY HOMES                        ,8 ,"$210,000","$551,000","$576,500","$690,000"
GRYMES HILL              ,01 ONE FAMILY HOMES                        ,28 ,"$278,780","$762,810","$629,000","$1,675,000"
GRYMES HILL              ,02 TWO FAMILY HOMES                        ,17 ,"$400,000","$453,908","$460,900","$475,000"
HUGUENOT                 ,01 ONE FAMILY HOMES                        ,55 ,"$196,500","$561,677","$524,000","$1,300,000"
HUGUENOT                 ,02 TWO FAMILY HOMES                        ,31 ,"$315,000","$776,789","$762,669","$1,740,740"
LIVINGSTON               ,01 ONE FAMILY HOMES                        ,25 ,"$280,000","$397,859","$375,000","$600,000"
LIVINGSTON               ,02 TWO FAMILY HOMES                        ,7 ,"$150,000","$429,350","$396,550","$950,000"
MANOR HEIGHTS            ,01 ONE FAMILY HOMES                        ,53 ,"$250,000","$521,737","$455,000","$1,232,080"
MANOR HEIGHTS            ,02 TWO FAMILY HOMES                        ,22 ,"$360,500","$540,534","$545,000","$720,000"
MANOR HEIGHTS            ,03 THREE FAMILY HOMES                      ,1 ,"$475,000","$475,000","$475,000","$475,000"
MARINERS HARBOR          ,01 ONE FAMILY HOMES                        ,116 ,"$166,499","$636,102","$326,000","$35,000,000"
MARINERS HARBOR          ,02 TWO FAMILY HOMES                        ,47 ,"$237,000","$457,767","$470,000","$700,000"
MIDLAND BEACH            ,01 ONE FAMILY HOMES                        ,114 ,"$155,000","$420,757","$422,838","$651,680"
MIDLAND BEACH            ,02 TWO FAMILY HOMES                        ,23 ,"$200,000","$477,020","$480,000","$700,000"
NEW BRIGHTON             ,01 ONE FAMILY HOMES                        ,48 ,"$159,198","$351,962","$343,850","$641,500"
NEW BRIGHTON             ,02 TWO FAMILY HOMES                        ,60 ,"$150,000","$396,121","$410,000","$600,000"
NEW BRIGHTON             ,03 THREE FAMILY HOMES                      ,14 ,"$275,000","$462,841","$466,700","$650,000"
NEW BRIGHTON-ST. GEORGE  ,01 ONE FAMILY HOMES                        ,2 ,"$675,000","$737,500","$737,500","$800,000"
NEW DORP                 ,01 ONE FAMILY HOMES                        ,62 ,"$200,000","$488,635","$496,900","$845,147"
NEW DORP                 ,02 TWO FAMILY HOMES                        ,43 ,"$200,000","$521,587","$480,000","$814,600"
NEW DORP                 ,03 THREE FAMILY HOMES                      ,1 ,"$670,000","$670,000","$670,000","$670,000"
NEW DORP-BEACH           ,01 ONE FAMILY HOMES                        ,55 ,"$185,000","$353,237","$350,000","$640,000"
NEW DORP-BEACH           ,02 TWO FAMILY HOMES                        ,4 ,"$375,000","$439,550","$404,100","$575,000"
NEW DORP-HEIGHTS         ,01 ONE FAMILY HOMES                        ,34 ,"$203,000","$456,647","$426,500","$823,000"
NEW DORP-HEIGHTS         ,02 TWO FAMILY HOMES                        ,13 ,"$472,500","$584,385","$562,000","$745,000"
NEW SPRINGVILLE          ,01 ONE FAMILY HOMES                        ,92 ,"$200,000","$424,524","$428,918","$850,000"
NEW SPRINGVILLE          ,02 TWO FAMILY HOMES                        ,76 ,"$164,000","$586,441","$586,500","$885,877"
OAKWOOD                  ,01 ONE FAMILY HOMES                        ,39 ,"$205,000","$480,554","$460,000","$925,000"
OAKWOOD                  ,02 TWO FAMILY HOMES                        ,3 ,"$485,000","$605,000","$630,000","$700,000"
OAKWOOD-BEACH            ,01 ONE FAMILY HOMES                        ,29 ,"$205,000","$399,896","$418,000","$510,000"
OAKWOOD-BEACH            ,02 TWO FAMILY HOMES                        ,4 ,"$525,000","$637,250","$641,000","$742,000"
PLEASANT PLAINS          ,01 ONE FAMILY HOMES                        ,12 ,"$380,000","$637,147","$584,800","$995,000"
PLEASANT PLAINS          ,02 TWO FAMILY HOMES                        ,10 ,"$455,000","$794,687","$840,000","$998,000"
PORT IVORY               ,01 ONE FAMILY HOMES                        ,29 ,"$200,000","$330,225","$335,000","$471,700"
PORT IVORY               ,02 TWO FAMILY HOMES                        ,10 ,"$215,000","$449,653","$433,572","$609,931"
PORT RICHMOND            ,01 ONE FAMILY HOMES                        ,80 ,"$160,000","$363,951","$370,000","$610,000"
PORT RICHMOND            ,02 TWO FAMILY HOMES                        ,57 ,"$150,000","$413,243","$420,000","$650,000"
PORT RICHMOND            ,03 THREE FAMILY HOMES                      ,2 ,"$307,500","$443,750","$443,750","$580,000"
PRINCES BAY              ,01 ONE FAMILY HOMES                        ,48 ,"$200,000","$649,986","$591,500","$1,400,000"
PRINCES BAY              ,02 TWO FAMILY HOMES                        ,34 ,"$499,990","$733,476","$722,958","$1,250,000"
RICHMONDTOWN             ,01 ONE FAMILY HOMES                        ,37 ,"$250,000","$661,574","$625,000","$1,170,987"
RICHMONDTOWN             ,02 TWO FAMILY HOMES                        ,3 ,"$510,000","$550,000","$560,000","$580,000"
RICHMONDTOWN-LIGHTHS HILL,01 ONE FAMILY HOMES                        ,7 ,"$680,000","$879,000","$819,000","$1,267,000"
RICHMONDTOWN-LIGHTHS HILL,03 THREE FAMILY HOMES                      ,1 ,"$930,000","$930,000","$930,000","$930,000"
ROSEBANK                 ,01 ONE FAMILY HOMES                        ,100 ,"$185,000","$397,631","$390,000","$685,000"
ROSEBANK                 ,02 TWO FAMILY HOMES                        ,24 ,"$150,000","$461,121","$493,430","$755,135"
ROSEBANK                 ,03 THREE FAMILY HOMES                      ,2 ,"$280,000","$450,000","$450,000","$620,000"
ROSSVILLE                ,01 ONE FAMILY HOMES                        ,73 ,"$155,000","$429,533","$370,000","$1,800,000"
ROSSVILLE                ,02 TWO FAMILY HOMES                        ,33 ,"$275,500","$668,445","$641,497","$1,221,900"
ROSSVILLE-CHARLESTON     ,01 ONE FAMILY HOMES                        ,59 ,"$417,500","$530,726","$523,380","$661,862"
ROSSVILLE-CHARLESTON     ,02 TWO FAMILY HOMES                        ,6 ,"$525,000","$671,826","$682,227","$765,000"
ROSSVILLE-PORT MOBIL     ,01 ONE FAMILY HOMES                        ,1 ,"$635,000","$635,000","$635,000","$635,000"
ROSSVILLE-RICHMOND VALLEY,01 ONE FAMILY HOMES                        ,3 ,"$401,700","$938,645","$794,235","$1,620,000"
ROSSVILLE-RICHMOND VALLEY,02 TWO FAMILY HOMES                        ,1 ,"$700,000","$700,000","$700,000","$700,000"
SILVER LAKE              ,01 ONE FAMILY HOMES                        ,29 ,"$300,000","$518,998","$465,000","$1,094,618"
SILVER LAKE              ,02 TWO FAMILY HOMES                        ,5 ,"$395,000","$533,172","$537,000","$661,862"
SOUTH BEACH              ,01 ONE FAMILY HOMES                        ,101 ,"$190,000","$419,801","$419,000","$872,500"
SOUTH BEACH              ,02 TWO FAMILY HOMES                        ,41 ,"$165,786","$1,734,218","$560,000","$49,000,000"
SOUTH BEACH              ,03 THREE FAMILY HOMES                      ,1 ,"$525,000","$525,000","$525,000","$525,000"
STAPLETON                ,01 ONE FAMILY HOMES                        ,30 ,"$195,000","$375,864","$347,500","$812,500"
STAPLETON                ,02 TWO FAMILY HOMES                        ,17 ,"$276,000","$418,446","$432,142","$560,000"
STAPLETON                ,03 THREE FAMILY HOMES                      ,2 ,"$318,000","$429,000","$429,000","$540,000"
STAPLETON-CLIFTON        ,01 ONE FAMILY HOMES                        ,31 ,"$280,000","$374,876","$370,000","$532,500"
STAPLETON-CLIFTON        ,02 TWO FAMILY HOMES                        ,1 ,"$503,500","$503,500","$503,500","$503,500"
STAPLETON-CLIFTON        ,03 THREE FAMILY HOMES                      ,2 ,"$417,150","$468,575","$468,575","$520,000"
SUNNYSIDE                ,01 ONE FAMILY HOMES                        ,25 ,"$205,000","$428,196","$425,000","$661,128"
SUNNYSIDE                ,02 TWO FAMILY HOMES                        ,10 ,"$370,000","$542,300","$507,500","$800,000"
TODT HILL                ,01 ONE FAMILY HOMES                        ,25 ,"$900,000","$1,693,047","$1,625,000","$3,900,000"
TOMPKINSVILLE            ,01 ONE FAMILY HOMES                        ,24 ,"$210,000","$437,198","$403,500","$845,000"
TOMPKINSVILLE            ,02 TWO FAMILY HOMES                        ,13 ,"$250,000","$464,800","$465,000","$701,574"
TOMPKINSVILLE            ,03 THREE FAMILY HOMES                      ,1 ,"$490,000","$490,000","$490,000","$490,000"
TOTTENVILLE              ,01 ONE FAMILY HOMES                        ,89 ,"$242,500","$563,665","$474,800","$3,500,000"
TOTTENVILLE              ,02 TWO FAMILY HOMES                        ,50 ,"$200,000","$711,867","$725,000","$1,240,000"
TOTTENVILLE              ,03 THREE FAMILY HOMES                      ,2 ,"$466,440","$471,510","$471,510","$476,580"
TRAVIS                   ,01 ONE FAMILY HOMES                        ,62 ,"$180,000","$342,766","$325,000","$790,000"
TRAVIS                   ,02 TWO FAMILY HOMES                        ,4 ,"$250,000","$507,750","$549,500","$682,000"
WEST NEW BRIGHTON        ,01 ONE FAMILY HOMES                        ,91 ,"$150,000","$402,299","$380,000","$900,000"
WEST NEW BRIGHTON        ,02 TWO FAMILY HOMES                        ,66 ,"$225,000","$425,086","$425,000","$655,000"
WEST NEW BRIGHTON        ,03 THREE FAMILY HOMES                      ,1 ,"$491,525","$491,525","$491,525","$491,525"
WESTERLEIGH              ,01 ONE FAMILY HOMES                        ,86 ,"$187,000","$439,125","$425,000","$1,050,000"
WESTERLEIGH              ,02 TWO FAMILY HOMES                        ,23 ,"$150,200","$533,466","$555,000","$789,143"
WILLOWBROOK              ,01 ONE FAMILY HOMES                        ,92 ,"$170,000","$450,396","$430,900","$895,000"
WILLOWBROOK              ,02 TWO FAMILY HOMES                        ,28 ,"$270,000","$513,659","$531,000","$645,000"
WOODROW                  ,01 ONE FAMILY HOMES                        ,65 ,"$150,000","$463,820","$450,000","$1,062,000"
WOODROW                  ,02 TWO FAMILY HOMES                        ,35 ,"$179,868","$609,147","$543,600","$987,702"
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
