NEIGHBORHOOD,TYPE OF HOME,NUMBER OF SALES,LOWEST SALE PRICE,AVERAGE SALE PRICE,MEDIAN SALE PRICE,HIGHEST SALE PRICE
NEW DORP                 ,02 TWO FAMILY HOMES                        ,25 ,"$150,000","$558,837","$535,600","$865,512"
NEW DORP                 ,03 THREE FAMILY HOMES                      ,1 ,"$625,000","$625,000","$625,000","$625,000"
NEW DORP-BEACH           ,01 ONE FAMILY HOMES                        ,48 ,"$150,000","$364,958","$374,750","$750,000"
NEW DORP-BEACH           ,02 TWO FAMILY HOMES                        ,8 ,"$320,000","$552,919","$560,975","$680,000"
NEW DORP-HEIGHTS         ,01 ONE FAMILY HOMES                        ,37 ,"$215,000","$504,489","$432,000","$1,225,000"
NEW DORP-HEIGHTS         ,02 TWO FAMILY HOMES                        ,7 ,"$475,000","$590,700","$620,000","$710,000"
NEW SPRINGVILLE          ,01 ONE FAMILY HOMES                        ,133 ,"$175,000","$410,920","$430,000","$625,000"
NEW SPRINGVILLE          ,02 TWO FAMILY HOMES                        ,77 ,"$337,000","$625,668","$600,000","$1,221,900"
NEW SPRINGVILLE          ,03 THREE FAMILY HOMES                      ,1 ,"$501,000","$501,000","$501,000","$501,000"
OAKWOOD                  ,01 ONE FAMILY HOMES                        ,25 ,"$370,000","$532,858","$515,000","$980,000"
OAKWOOD                  ,02 TWO FAMILY HOMES                        ,6 ,"$150,000","$565,972","$594,950","$875,000"
OAKWOOD-BEACH            ,01 ONE FAMILY HOMES                        ,42 ,"$157,000","$439,372","$430,440","$790,000"
OAKWOOD-BEACH            ,02 TWO FAMILY HOMES                        ,5 ,"$310,000","$499,018","$514,500","$646,588"
PLEASANT PLAINS          ,01 ONE FAMILY HOMES                        ,23 ,"$210,000","$567,979","$534,581","$1,250,000"
PLEASANT PLAINS          ,02 TWO FAMILY HOMES                        ,11 ,"$299,500","$699,555","$645,000","$1,350,000"
PORT IVORY               ,01 ONE FAMILY HOMES                        ,29 ,"$175,000","$304,702","$300,000","$561,000"
PORT IVORY               ,02 TWO FAMILY HOMES                        ,17 ,"$288,400","$435,929","$405,980","$704,000"
PORT RICHMOND            ,01 ONE FAMILY HOMES                        ,119 ,"$173,100","$382,516","$367,000","$950,000"
PORT RICHMOND            ,02 TWO FAMILY HOMES                        ,109 ,"$160,000","$416,317","$424,000","$715,500"
PORT RICHMOND            ,03 THREE FAMILY HOMES                      ,3 ,"$250,000","$339,333","$350,000","$418,000"
PRINCES BAY              ,01 ONE FAMILY HOMES                        ,68 ,"$215,000","$682,947","$686,063","$1,400,000"
PRINCES BAY              ,02 TWO FAMILY HOMES                        ,49 ,"$500,000","$738,651","$711,756","$1,220,000"
PRINCES BAY              ,03 THREE FAMILY HOMES                      ,1 ,"$539,000","$539,000","$539,000","$539,000"
RICHMONDTOWN             ,01 ONE FAMILY HOMES                        ,64 ,"$200,000","$688,611","$627,500","$1,425,550"
RICHMONDTOWN             ,02 TWO FAMILY HOMES                        ,2 ,"$560,000","$630,000","$630,000","$700,000"
RICHMONDTOWN             ,03 THREE FAMILY HOMES                      ,1 ,"$700,000","$700,000","$700,000","$700,000"
RICHMONDTOWN-LIGHTHS HILL,01 ONE FAMILY HOMES                        ,11 ,"$739,000","$909,909","$840,000","$1,200,000"
ROSEBANK                 ,01 ONE FAMILY HOMES                        ,88 ,"$150,000","$422,741","$402,500","$1,300,000"
ROSEBANK                 ,02 TWO FAMILY HOMES                        ,40 ,"$230,000","$462,578","$465,000","$661,760"
ROSEBANK                 ,03 THREE FAMILY HOMES                      ,5 ,"$371,000","$465,670","$470,000","$561,350"
ROSSVILLE                ,01 ONE FAMILY HOMES                        ,58 ,"$200,000","$471,737","$373,950","$1,350,000"
ROSSVILLE                ,02 TWO FAMILY HOMES                        ,32 ,"$200,000","$672,387","$691,000","$1,450,000"
ROSSVILLE-CHARLESTON     ,01 ONE FAMILY HOMES                        ,33 ,"$290,000","$539,399","$499,000","$1,400,000"
ROSSVILLE-CHARLESTON     ,02 TWO FAMILY HOMES                        ,5 ,"$525,000","$831,573","$717,866","$1,600,000"
ROSSVILLE-PORT MOBIL     ,02 TWO FAMILY HOMES                        ,1 ,"$465,500","$465,500","$465,500","$465,500"
ROSSVILLE-RICHMOND VALLEY,01 ONE FAMILY HOMES                        ,7 ,"$490,000","$806,643","$960,000","$1,075,000"
ROSSVILLE-RICHMOND VALLEY,02 TWO FAMILY HOMES                        ,3 ,"$497,000","$669,000","$710,000","$800,000"
SILVER LAKE              ,01 ONE FAMILY HOMES                        ,23 ,"$150,000","$515,713","$480,000","$950,000"
SILVER LAKE              ,02 TWO FAMILY HOMES                        ,7 ,"$181,762","$432,680","$515,000","$662,000"
SOUTH BEACH              ,01 ONE FAMILY HOMES                        ,127 ,"$163,000","$416,232","$420,000","$640,000"
SOUTH BEACH              ,02 TWO FAMILY HOMES                        ,39 ,"$370,000","$571,405","$565,000","$789,143"
SOUTH BEACH              ,03 THREE FAMILY HOMES                      ,4 ,"$240,500","$492,625","$535,000","$660,000"
STAPLETON                ,01 ONE FAMILY HOMES                        ,55 ,"$152,500","$376,211","$306,340","$1,850,000"
STAPLETON                ,02 TWO FAMILY HOMES                        ,52 ,"$225,000","$424,504","$400,870","$1,250,000"
STAPLETON                ,03 THREE FAMILY HOMES                      ,11 ,"$262,984","$459,480","$425,000","$850,000"
STAPLETON-CLIFTON        ,01 ONE FAMILY HOMES                        ,31 ,"$200,000","$355,904","$375,000","$428,213"
STAPLETON-CLIFTON        ,02 TWO FAMILY HOMES                        ,1 ,"$636,000","$636,000","$636,000","$636,000"
SUNNYSIDE                ,01 ONE FAMILY HOMES                        ,16 ,"$199,000","$379,344","$401,000","$600,000"
SUNNYSIDE                ,02 TWO FAMILY HOMES                        ,11 ,"$370,000","$537,455","$511,000","$820,000"
SUNNYSIDE                ,03 THREE FAMILY HOMES                      ,2 ,"$530,000","$561,250","$561,250","$592,500"
TODT HILL                ,01 ONE FAMILY HOMES                        ,28 ,"$709,974","$1,617,618","$1,587,500","$3,500,000"
TOMPKINSVILLE            ,01 ONE FAMILY HOMES                        ,14 ,"$160,000","$520,637","$406,175","$945,000"
TOMPKINSVILLE            ,02 TWO FAMILY HOMES                        ,21 ,"$200,000","$429,544","$425,000","$753,505"
TOMPKINSVILLE            ,03 THREE FAMILY HOMES                      ,3 ,"$362,000","$440,187","$459,562","$499,000"
TOTTENVILLE              ,01 ONE FAMILY HOMES                        ,118 ,"$209,800","$540,489","$464,869","$2,200,000"
TOTTENVILLE              ,02 TWO FAMILY HOMES                        ,80 ,"$210,000","$694,162","$708,838","$1,832,850"
TRAVIS                   ,01 ONE FAMILY HOMES                        ,63 ,"$192,300","$422,995","$439,000","$900,000"
TRAVIS                   ,02 TWO FAMILY HOMES                        ,10 ,"$338,350","$482,905","$478,500","$660,000"
WEST NEW BRIGHTON        ,01 ONE FAMILY HOMES                        ,132 ,"$209,000","$464,596","$383,143","$7,700,000"
WEST NEW BRIGHTON        ,02 TWO FAMILY HOMES                        ,88 ,"$150,000","$451,440","$450,000","$733,000"
WEST NEW BRIGHTON        ,03 THREE FAMILY HOMES                      ,5 ,"$340,000","$472,220","$419,700","$639,000"
WESTERLEIGH              ,01 ONE FAMILY HOMES                        ,115 ,"$158,500","$451,760","$453,150","$1,169,050"
WESTERLEIGH              ,02 TWO FAMILY HOMES                        ,33 ,"$235,000","$525,077","$530,000","$712,775"
WILLOWBROOK              ,01 ONE FAMILY HOMES                        ,84 ,"$180,000","$452,587","$449,094","$925,500"
WILLOWBROOK              ,02 TWO FAMILY HOMES                        ,31 ,"$276,838","$543,342","$560,000","$700,000"
WILLOWBROOK              ,03 THREE FAMILY HOMES                      ,1 ,"$420,000","$420,000","$420,000","$420,000"
WOODROW                  ,01 ONE FAMILY HOMES                        ,65 ,"$190,000","$457,237","$455,800","$850,000"
WOODROW                  ,02 TWO FAMILY HOMES                        ,36 ,"$171,000","$577,212","$563,500","$874,676"
