NEIGHBORHOOD,TYPE OF HOME,NUMBER OF SALES,LOWEST SALE PRICE,AVERAGE SALE PRICE,MEDIAN SALE PRICE,HIGHEST SALE PRICE
EMERSON HILL             ,02 TWO FAMILY HOMES     ,3 ,"$350,000","$600,000","$680,000","$770,000"
GRANT CITY               ,01 ONE FAMILY HOMES     ,25 ,"$173,000","$358,502","$376,200","$460,000"
GRANT CITY               ,02 TWO FAMILY HOMES     ,8 ,"$438,375","$628,209","$623,621","$855,330"
GRASMERE                 ,01 ONE FAMILY HOMES     ,13 ,"$217,915","$476,570","$450,000","$749,999"
GRASMERE                 ,02 TWO FAMILY HOMES     ,6 ,"$215,000","$440,167","$500,500","$620,000"
GREAT KILLS              ,01 ONE FAMILY HOMES     ,245 ,"$150,000","$406,930","$400,000","$995,000"
GREAT KILLS              ,02 TWO FAMILY HOMES     ,59 ,"$210,000","$498,259","$520,000","$753,505"
GREAT KILLS-BAY TERRACE  ,01 ONE FAMILY HOMES     ,17 ,"$155,000","$392,347","$405,000","$625,000"
GREAT KILLS-BAY TERRACE  ,02 TWO FAMILY HOMES     ,9 ,"$436,500","$553,778","$575,000","$682,500"
GRYMES HILL              ,01 ONE FAMILY HOMES     ,13 ,"$215,000","$566,685","$520,000","$1,060,000"
GRYMES HILL              ,02 TWO FAMILY HOMES     ,5 ,"$207,040","$288,540","$265,000","$416,660"
HUGUENOT                 ,01 ONE FAMILY HOMES     ,38 ,"$220,000","$565,067","$520,000","$1,550,000"
HUGUENOT                 ,02 TWO FAMILY HOMES     ,23 ,"$252,500","$643,863","$655,000","$890,968"
HUGUENOT                 ,03 THREE FAMILY HOMES   ,1 ,"$392,200","$392,200","$392,200","$392,200"
LIVINGSTON               ,01 ONE FAMILY HOMES     ,15 ,"$315,000","$396,627","$378,000","$622,500"
LIVINGSTON               ,02 TWO FAMILY HOMES     ,2 ,"$352,000","$546,500","$546,500","$741,000"
MANOR HEIGHTS            ,01 ONE FAMILY HOMES     ,41 ,"$166,666","$414,519","$411,000","$810,000"
MANOR HEIGHTS            ,02 TWO FAMILY HOMES     ,11 ,"$370,000","$482,000","$458,000","$645,000"
MANOR HEIGHTS            ,03 THREE FAMILY HOMES   ,1 ,"$500,000","$500,000","$500,000","$500,000"
MARINERS HARBOR          ,01 ONE FAMILY HOMES     ,64 ,"$157,000","$270,363","$256,175","$482,356"
MARINERS HARBOR          ,02 TWO FAMILY HOMES     ,31 ,"$162,000","$325,835","$271,250","$693,539"
MARINERS HARBOR          ,03 THREE FAMILY HOMES   ,2 ,"$346,800","$420,380","$420,380","$493,960"
MIDLAND BEACH            ,01 ONE FAMILY HOMES     ,85 ,"$157,533","$366,659","$385,000","$616,000"
MIDLAND BEACH            ,02 TWO FAMILY HOMES     ,19 ,"$215,000","$427,923","$415,000","$625,000"
NEW BRIGHTON             ,01 ONE FAMILY HOMES     ,36 ,"$169,900","$298,069","$298,400","$572,098"
NEW BRIGHTON             ,02 TWO FAMILY HOMES     ,53 ,"$153,800","$306,143","$280,000","$578,239"
NEW BRIGHTON             ,03 THREE FAMILY HOMES   ,4 ,"$178,000","$325,517","$297,034","$530,000"
NEW DORP                 ,01 ONE FAMILY HOMES     ,48 ,"$225,000","$434,363","$427,500","$940,000"
NEW DORP                 ,02 TWO FAMILY HOMES     ,38 ,"$225,000","$446,942","$410,670","$697,501"
NEW DORP                 ,03 THREE FAMILY HOMES   ,1 ,"$560,000","$560,000","$560,000","$560,000"
NEW DORP-BEACH           ,01 ONE FAMILY HOMES     ,25 ,"$155,000","$336,169","$307,000","$540,000"
NEW DORP-BEACH           ,02 TWO FAMILY HOMES     ,8 ,"$278,850","$427,366","$424,500","$575,000"
NEW DORP-HEIGHTS         ,01 ONE FAMILY HOMES     ,30 ,"$175,700","$423,224","$405,000","$853,294"
NEW DORP-HEIGHTS         ,02 TWO FAMILY HOMES     ,8 ,"$165,000","$518,784","$485,000","$852,275"
NEW SPRINGVILLE          ,01 ONE FAMILY HOMES     ,72 ,"$252,009","$398,090","$405,000","$712,775"
NEW SPRINGVILLE          ,02 TWO FAMILY HOMES     ,49 ,"$230,142","$527,817","$530,000","$773,870"
OAKWOOD                  ,01 ONE FAMILY HOMES     ,40 ,"$205,000","$511,815","$456,438","$844,129"
OAKWOOD                  ,02 TWO FAMILY HOMES     ,1 ,"$565,000","$565,000","$565,000","$565,000"
OAKWOOD-BEACH            ,01 ONE FAMILY HOMES     ,30 ,"$171,066","$392,277","$382,500","$745,000"
OAKWOOD-BEACH            ,02 TWO FAMILY HOMES     ,6 ,"$176,372","$488,036","$494,563","$692,718"
PLEASANT PLAINS          ,01 ONE FAMILY HOMES     ,15 ,"$343,272","$760,493","$763,687","$1,255,000"
PLEASANT PLAINS          ,02 TWO FAMILY HOMES     ,5 ,"$442,000","$610,600","$550,000","$829,999"
PORT IVORY               ,01 ONE FAMILY HOMES     ,6 ,"$152,131","$216,904","$224,500","$260,290"
PORT IVORY               ,02 TWO FAMILY HOMES     ,6 ,"$206,000","$385,265","$423,150","$554,539"
PORT RICHMOND            ,01 ONE FAMILY HOMES     ,41 ,"$155,000","$286,709","$280,000","$488,661"
PORT RICHMOND            ,02 TWO FAMILY HOMES     ,35 ,"$160,000","$280,366","$265,000","$485,000"
PRINCES BAY              ,01 ONE FAMILY HOMES     ,34 ,"$197,143","$588,048","$505,750","$1,734,000"
PRINCES BAY              ,02 TWO FAMILY HOMES     ,29 ,"$319,410","$642,424","$625,000","$1,221,900"
RICHMONDTOWN             ,01 ONE FAMILY HOMES     ,36 ,"$240,000","$617,705","$555,000","$1,246,956"
RICHMONDTOWN             ,02 TWO FAMILY HOMES     ,1 ,"$565,000","$565,000","$565,000","$565,000"
RICHMONDTOWN-LIGHTHS HILL,01 ONE FAMILY HOMES     ,2 ,"$530,000","$610,000","$610,000","$690,000"
ROSEBANK                 ,01 ONE FAMILY HOMES     ,40 ,"$174,408","$353,538","$337,500","$825,000"
ROSEBANK                 ,02 TWO FAMILY HOMES     ,22 ,"$158,905","$371,733","$412,500","$490,000"
ROSEBANK                 ,03 THREE FAMILY HOMES   ,1 ,"$385,000","$385,000","$385,000","$385,000"
ROSSVILLE                ,01 ONE FAMILY HOMES     ,48 ,"$208,361","$390,691","$347,085","$860,000"
ROSSVILLE                ,02 TWO FAMILY HOMES     ,17 ,"$490,000","$697,531","$640,000","$955,000"
ROSSVILLE-CHARLESTON     ,01 ONE FAMILY HOMES     ,41 ,"$385,000","$513,886","$485,706","$725,000"
ROSSVILLE-CHARLESTON     ,02 TWO FAMILY HOMES     ,3 ,"$485,000","$511,497","$520,000","$529,490"
ROSSVILLE-RICHMOND VALLEY,01 ONE FAMILY HOMES     ,7 ,"$255,000","$502,286","$405,000","$796,000"
ROSSVILLE-RICHMOND VALLEY,02 TWO FAMILY HOMES     ,1 ,"$525,000","$525,000","$525,000","$525,000"
SILVER LAKE              ,01 ONE FAMILY HOMES     ,14 ,"$321,000","$542,714","$496,250","$1,335,000"
SILVER LAKE              ,02 TWO FAMILY HOMES     ,1 ,"$357,000","$357,000","$357,000","$357,000"
SOUTH BEACH              ,01 ONE FAMILY HOMES     ,76 ,"$160,000","$372,228","$380,000","$725,000"
SOUTH BEACH              ,02 TWO FAMILY HOMES     ,29 ,"$190,000","$470,281","$471,000","$677,136"
STAPLETON                ,01 ONE FAMILY HOMES     ,17 ,"$155,000","$341,628","$300,000","$750,000"
STAPLETON                ,02 TWO FAMILY HOMES     ,9 ,"$152,100","$311,987","$314,271","$504,584"
STAPLETON                ,03 THREE FAMILY HOMES   ,2 ,"$241,500","$261,001","$261,001","$280,501"
STAPLETON-CLIFTON        ,01 ONE FAMILY HOMES     ,8 ,"$200,000","$284,747","$291,000","$351,666"
STATEN ISLAND-UNKNOWN    ,01 ONE FAMILY HOMES     ,1 ,"$475,000","$475,000","$475,000","$475,000"
STATEN ISLAND-UNKNOWN    ,02 TWO FAMILY HOMES     ,1 ,"$354,900","$354,900","$354,900","$354,900"
SUNNYSIDE                ,01 ONE FAMILY HOMES     ,24 ,"$240,000","$435,744","$400,000","$735,000"
SUNNYSIDE                ,02 TWO FAMILY HOMES     ,7 ,"$410,000","$527,284","$516,000","$720,000"
SUNNYSIDE                ,03 THREE FAMILY HOMES   ,1 ,"$395,000","$395,000","$395,000","$395,000"
TODT HILL                ,01 ONE FAMILY HOMES     ,21 ,"$655,000","$1,402,548","$1,225,000","$3,150,000"
TOMPKINSVILLE            ,01 ONE FAMILY HOMES     ,12 ,"$280,000","$426,750","$395,000","$725,000"
TOMPKINSVILLE            ,02 TWO FAMILY HOMES     ,13 ,"$206,000","$318,368","$316,924","$460,000"
TOMPKINSVILLE            ,03 THREE FAMILY HOMES   ,1 ,"$362,100","$362,100","$362,100","$362,100"
TOTTENVILLE              ,01 ONE FAMILY HOMES     ,62 ,"$185,000","$540,111","$502,500","$1,250,000"
TOTTENVILLE              ,02 TWO FAMILY HOMES     ,36 ,"$272,000","$670,311","$650,000","$1,275,000"
TRAVIS                   ,01 ONE FAMILY HOMES     ,15 ,"$254,000","$336,151","$333,000","$415,000"
TRAVIS                   ,02 TWO FAMILY HOMES     ,1 ,"$519,765","$519,765","$519,765","$519,765"
WEST NEW BRIGHTON        ,01 ONE FAMILY HOMES     ,85 ,"$152,100","$325,497","$309,000","$565,000"
WEST NEW BRIGHTON        ,02 TWO FAMILY HOMES     ,47 ,"$150,000","$371,189","$403,975","$656,645"
WEST NEW BRIGHTON        ,03 THREE FAMILY HOMES   ,3 ,"$192,660","$344,140","$300,000","$539,760"
WESTERLEIGH              ,01 ONE FAMILY HOMES     ,70 ,"$150,000","$390,144","$395,000","$600,000"
WESTERLEIGH              ,02 TWO FAMILY HOMES     ,22 ,"$197,500","$482,482","$501,888","$620,000"
WILLOWBROOK              ,01 ONE FAMILY HOMES     ,40 ,"$220,000","$401,813","$405,000","$910,000"
WILLOWBROOK              ,02 TWO FAMILY HOMES     ,22 ,"$200,000","$476,853","$527,245","$595,000"
WILLOWBROOK              ,03 THREE FAMILY HOMES   ,2 ,"$250,000","$284,500","$284,500","$319,000"
WOODROW                  ,01 ONE FAMILY HOMES     ,47 ,"$150,000","$424,561","$440,000","$710,000"
WOODROW                  ,02 TWO FAMILY HOMES     ,17 ,"$180,000","$544,605","$540,000","$824,782"
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
