NEIGHBORHOOD,TYPE OF HOME,NUMBER OF SALES,LOWEST SALE PRICE,AVERAGE SALE PRICE,MEDIAN SALE PRICE,HIGHEST SALE PRICE
LIVINGSTON               ,02 TWO FAMILY HOMES     ,4,"335,000","366,250","352,500","425,000"
MANOR HEIGHTS            ,01 ONE FAMILY HOMES     ,83,"259,000","493,809","494,832","910,000"
MANOR HEIGHTS            ,02 TWO FAMILY HOMES     ,18,"230,000","500,732","467,729","762,500"
MARINERS HARBOR          ,01 ONE FAMILY HOMES     ,66,"200,000","307,256","304,425","441,090"
MARINERS HARBOR          ,02 TWO FAMILY HOMES     ,25,"215,000","341,976","336,000","516,252"
MARINERS HARBOR          ,03 THREE FAMILY HOMES   ,1,"434,000","434,000","434,000","434,000"
MIDLAND BEACH            ,01 ONE FAMILY HOMES     ,187,"200,000","406,337","402,530","739,470"
MIDLAND BEACH            ,02 TWO FAMILY HOMES     ,19,"200,000","495,233","557,316","610,000"
MIDLAND BEACH            ,03 THREE FAMILY HOMES   ,1,"735,000","735,000","735,000","735,000"
NEW BRIGHTON             ,01 ONE FAMILY HOMES     ,31,"203,000","346,741","336,999","550,000"
NEW BRIGHTON             ,02 TWO FAMILY HOMES     ,33,"210,912","350,452","318,487","557,307"
NEW BRIGHTON             ,03 THREE FAMILY HOMES   ,9,"288,750","425,932","439,243","565,000"
NEW DORP                 ,01 ONE FAMILY HOMES     ,84,"240,000","469,555","442,500","900,000"
NEW DORP                 ,02 TWO FAMILY HOMES     ,20,"295,000","500,289","468,700","750,000"
NEW DORP                 ,03 THREE FAMILY HOMES   ,1,"624,000","624,000","624,000","624,000"
NEW DORP-BEACH           ,01 ONE FAMILY HOMES     ,44,"200,000","343,646","345,000","628,000"
NEW DORP-BEACH           ,02 TWO FAMILY HOMES     ,5,"255,000","376,981","420,900","470,000"
NEW DORP-HEIGHTS         ,01 ONE FAMILY HOMES     ,50,"250,000","513,531","472,500","890,968"
NEW DORP-HEIGHTS         ,02 TWO FAMILY HOMES     ,6,"495,000","588,417","585,000","690,500"
NEW SPRINGVILLE          ,01 ONE FAMILY HOMES     ,100,"206,400","450,446","442,400","1,016,000"
NEW SPRINGVILLE          ,02 TWO FAMILY HOMES     ,53,"247,500","530,206","549,000","814,600"
NEW SPRINGVILLE          ,03 THREE FAMILY HOMES   ,3,"420,000","543,333","570,000","640,000"
OAKWOOD                  ,01 ONE FAMILY HOMES     ,33,"300,000","504,266","450,000","1,130,000"
OAKWOOD                  ,02 TWO FAMILY HOMES     ,7,"265,000","513,643","533,000","715,000"
OAKWOOD-BEACH            ,01 ONE FAMILY HOMES     ,42,"255,000","387,442","397,500","519,307"
OAKWOOD-BEACH            ,02 TWO FAMILY HOMES     ,7,"372,000","526,000","455,000","780,000"
PLEASANT PLAINS          ,01 ONE FAMILY HOMES     ,16,"220,000","534,033","497,500","935,000"
PLEASANT PLAINS          ,02 TWO FAMILY HOMES     ,11,"450,000","882,764","927,000","1,170,000"
PORT IVORY               ,01 ONE FAMILY HOMES     ,5,"245,000","289,560","286,200","342,000"
PORT IVORY               ,02 TWO FAMILY HOMES     ,3,"489,000","505,287","496,860","530,000"
PORT RICHMOND            ,01 ONE FAMILY HOMES     ,56,"200,000","327,864","320,000","499,000"
PORT RICHMOND            ,02 TWO FAMILY HOMES     ,42,"200,000","334,803","320,000","570,220"
PRINCES BAY              ,01 ONE FAMILY HOMES     ,61,"235,000","508,883","450,000","1,300,000"
PRINCES BAY              ,02 TWO FAMILY HOMES     ,50,"386,000","642,388","570,118","1,272,812"
RICHMONDTOWN             ,01 ONE FAMILY HOMES     ,46,"284,000","619,201","535,000","1,200,000"
RICHMONDTOWN             ,02 TWO FAMILY HOMES     ,5,"250,000","531,500","542,500","825,000"
RICHMONDTOWN-LIGHTHS HILL,01 ONE FAMILY HOMES     ,6,"700,500","1,099,908","933,973","1,750,000"
ROSEBANK                 ,01 ONE FAMILY HOMES     ,78,"200,000","384,203","380,000","850,000"
ROSEBANK                 ,02 TWO FAMILY HOMES     ,27,"215,000","411,939","420,000","723,000"
ROSEBANK                 ,03 THREE FAMILY HOMES   ,3,"340,000","511,667","385,000","810,000"
ROSSVILLE                ,01 ONE FAMILY HOMES     ,52,"222,500","391,888","356,500","760,000"
ROSSVILLE                ,02 TWO FAMILY HOMES     ,21,"417,000","665,968","600,000","1,245,000"
ROSSVILLE-CHARLESTON     ,01 ONE FAMILY HOMES     ,25,"420,000","592,250","550,000","1,900,000"
ROSSVILLE-CHARLESTON     ,02 TWO FAMILY HOMES     ,5,"400,000","564,800","550,000","720,000"
ROSSVILLE-PORT MOBIL     ,01 ONE FAMILY HOMES     ,1,"825,000","825,000","825,000","825,000"
ROSSVILLE-RICHMOND VALLEY,01 ONE FAMILY HOMES     ,5,"364,000","599,300","463,500","1,225,000"
ROSSVILLE-RICHMOND VALLEY,02 TWO FAMILY HOMES     ,1,"630,000","630,000","630,000","630,000"
SILVER LAKE              ,01 ONE FAMILY HOMES     ,32,"350,000","567,341","500,000","990,000"
SILVER LAKE              ,02 TWO FAMILY HOMES     ,7,"460,000","601,921","610,950","662,500"
SOUTH BEACH              ,01 ONE FAMILY HOMES     ,83,"200,000","383,729","375,000","640,000"
SOUTH BEACH              ,02 TWO FAMILY HOMES     ,26,"220,000","537,379","522,500","910,000"
SOUTH BEACH              ,03 THREE FAMILY HOMES   ,1,"590,000","590,000","590,000","590,000"
STAPLETON                ,01 ONE FAMILY HOMES     ,19,"200,000","397,879","295,000","966,000"
STAPLETON                ,02 TWO FAMILY HOMES     ,23,"200,000","425,974","393,425","1,200,000"
STAPLETON                ,03 THREE FAMILY HOMES   ,4,"215,000","290,000","272,500","400,000"
STAPLETON-CLIFTON        ,01 ONE FAMILY HOMES     ,32,"200,000","359,555","364,938","510,000"
STAPLETON-CLIFTON        ,02 TWO FAMILY HOMES     ,2,"300,000","470,240","470,240","640,479"
SUNNYSIDE                ,01 ONE FAMILY HOMES     ,29,"200,000","460,958","450,000","980,000"
SUNNYSIDE                ,02 TWO FAMILY HOMES     ,3,"337,500","631,247","650,000","906,242"
SUNNYSIDE                ,03 THREE FAMILY HOMES   ,1,"906,242","906,242","906,242","906,242"
TODT HILL                ,01 ONE FAMILY HOMES     ,17,"775,000","1,310,676","1,312,500","2,650,000"
TOMPKINSVILLE            ,01 ONE FAMILY HOMES     ,16,"230,000","462,468","419,240","910,000"
TOMPKINSVILLE            ,02 TWO FAMILY HOMES     ,12,"215,000","362,858","354,345","542,000"
TOMPKINSVILLE            ,03 THREE FAMILY HOMES   ,1,"550,000","550,000","550,000","550,000"
TOTTENVILLE              ,01 ONE FAMILY HOMES     ,93,"250,000","496,199","475,000","1,575,000"
TOTTENVILLE              ,02 TWO FAMILY HOMES     ,42,"200,000","637,253","620,612","1,195,000"
TOTTENVILLE              ,03 THREE FAMILY HOMES   ,2,"440,000","657,500","657,500","875,000"
TRAVIS                   ,01 ONE FAMILY HOMES     ,38,"239,400","385,617","382,000","710,000"
TRAVIS                   ,02 TWO FAMILY HOMES     ,7,"250,000","447,467","436,020","649,000"
WEST NEW BRIGHTON        ,01 ONE FAMILY HOMES     ,87,"200,000","376,125","350,000","1,070,000"
WEST NEW BRIGHTON        ,02 TWO FAMILY HOMES     ,37,"215,982","400,928","399,000","1,000,000"
WEST NEW BRIGHTON        ,03 THREE FAMILY HOMES   ,1,"466,000","466,000","466,000","466,000"
WESTERLEIGH              ,01 ONE FAMILY HOMES     ,88,"200,000","424,957","408,750","775,000"
WESTERLEIGH              ,02 TWO FAMILY HOMES     ,36,"272,000","575,755","590,000","865,512"
WILLOWBROOK              ,01 ONE FAMILY HOMES     ,86,"200,000","460,412","448,848","1,050,000"
WILLOWBROOK              ,02 TWO FAMILY HOMES     ,27,"200,000","610,407","650,000","734,000"
WOODROW                  ,01 ONE FAMILY HOMES     ,58,"225,000","448,008","447,500","1,180,000"
WOODROW                  ,02 TWO FAMILY HOMES     ,21,"400,000","596,724","515,000","940,000"
