NEIGHBORHOOD,TYPE OF HOME,NUMBER OF SALES,LOWEST SALE PRICE,AVERAGE SALE PRICE,MEDIAN SALE PRICE,HIGHEST SALE PRICE
GRASMERE                 ,01 ONE FAMILY HOMES                        ,65,"$300,000.00 ","$489,530.00 ","$440,000.00 ","$950,000.00 "
GRASMERE                 ,02 TWO FAMILY HOMES                        ,9,"$400,000.00 ","$541,354.00 ","$469,900.00 ","$750,000.00 "
GREAT KILLS              ,01 ONE FAMILY HOMES                        ,436,"$160,000.00 ","$463,729.00 ","$420,810.00 ","$7,000,000.00 "
GREAT KILLS              ,02 TWO FAMILY HOMES                        ,146,"$150,000.00 ","$544,355.00 ","$540,750.00 ","$1,150,000.00 "
GREAT KILLS              ,03 THREE FAMILY HOMES                      ,4,"$380,000.00 ","$415,000.00 ","$415,000.00 ","$450,000.00 "
GREAT KILLS-BAY TERRACE  ,01 ONE FAMILY HOMES                        ,38,"$262,000.00 ","$457,913.00 ","$435,000.00 ","$650,000.00 "
GREAT KILLS-BAY TERRACE  ,02 TWO FAMILY HOMES                        ,10,"$430,000.00 ","$582,535.00 ","$568,500.00 ","$772,851.00 "
GRYMES HILL              ,01 ONE FAMILY HOMES                        ,22,"$261,000.00 ","$616,364.00 ","$490,750.00 ","$1,300,000.00 "
GRYMES HILL              ,02 TWO FAMILY HOMES                        ,8,"$340,000.00 ","$412,813.00 ","$355,000.00 ","$607,500.00 "
HUGUENOT                 ,01 ONE FAMILY HOMES                        ,54,"$325,000.00 ","$587,888.00 ","$549,650.00 ","$1,025,000.00 "
HUGUENOT                 ,02 TWO FAMILY HOMES                        ,39,"$211,000.00 ","$719,097.00 ","$707,000.00 ","$1,135,000.00 "
LIVINGSTON               ,01 ONE FAMILY HOMES                        ,19,"$265,000.00 ","$384,874.00 ","$400,000.00 ","$485,000.00 "
LIVINGSTON               ,02 TWO FAMILY HOMES                        ,9,"$293,620.00 ","$379,847.00 ","$375,000.00 ","$450,000.00 "
MANOR HEIGHTS            ,01 ONE FAMILY HOMES                        ,86,"$200,000.00 ","$478,990.00 ","$430,000.00 ","$1,480,000.00 "
MANOR HEIGHTS            ,02 TWO FAMILY HOMES                        ,27,"$360,000.00 ","$533,326.00 ","$525,000.00 ","$680,000.00 "
MARINERS HARBOR          ,01 ONE FAMILY HOMES                        ,240,"$150,000.00 ","$309,025.00 ","$303,186.00 ","$550,000.00 "
MARINERS HARBOR          ,02 TWO FAMILY HOMES                        ,97,"$175,000.00 ","$389,365.00 ","$400,000.00 ","$565,128.00 "
MARINERS HARBOR          ,03 THREE FAMILY HOMES                      ,3,"$350,000.00 ","$425,000.00 ","$400,000.00 ","$525,000.00 "
MIDLAND BEACH            ,01 ONE FAMILY HOMES                        ,184,"$150,000.00 ","$375,451.00 ","$395,000.00 ","$800,000.00 "
MIDLAND BEACH            ,02 TWO FAMILY HOMES                        ,27,"$206,000.00 ","$477,182.00 ","$499,000.00 ","$700,000.00 "
MIDLAND BEACH            ,03 THREE FAMILY HOMES                      ,3,"$750,000.00 ","$858,333.00 ","$875,000.00 ","$950,000.00 "
NEW BRIGHTON             ,01 ONE FAMILY HOMES                        ,70,"$150,000.00 ","$353,694.00 ","$338,570.00 ","$700,000.00 "
NEW BRIGHTON             ,02 TWO FAMILY HOMES                        ,123,"$191,000.00 ","$371,000.00 ","$370,819.00 ","$1,300,000.00 "
NEW BRIGHTON             ,03 THREE FAMILY HOMES                      ,24,"$215,000.00 ","$556,167.00 ","$392,125.00 ","$4,223,000.00 "
NEW BRIGHTON-ST. GEORGE  ,02 TWO FAMILY HOMES                        ,2,"$999,000.00 ","$2,249,500.00 ","$2,249,500.00 ","$3,500,000.00 "
NEW BRIGHTON-ST. GEORGE  ,03 THREE FAMILY HOMES                      ,1,"$500,000.00 ","$500,000.00 ","$500,000.00 ","$500,000.00 "
NEW DORP                 ,01 ONE FAMILY HOMES                        ,92,"$183,334.00 ","$454,107.00 ","$447,500.00 ","$804,417.00 "
NEW DORP                 ,02 TWO FAMILY HOMES                        ,32,"$300,000.00 ","$589,555.00 ","$555,000.00 ","$910,000.00 "
NEW DORP                 ,03 THREE FAMILY HOMES                      ,2,"$507,000.00 ","$563,500.00 ","$563,500.00 ","$620,000.00 "
NEW DORP-BEACH           ,01 ONE FAMILY HOMES                        ,62,"$150,000.00 ","$364,336.00 ","$379,500.00 ","$601,675.00 "
NEW DORP-BEACH           ,02 TWO FAMILY HOMES                        ,23,"$177,500.00 ","$464,718.00 ","$515,000.00 ","$773,870.00 "
NEW DORP-HEIGHTS         ,01 ONE FAMILY HOMES                        ,43,"$169,000.00 ","$478,876.00 ","$439,000.00 ","$1,290,000.00 "
NEW DORP-HEIGHTS         ,02 TWO FAMILY HOMES                        ,5,"$470,000.00 ","$674,301.00 ","$539,672.00 ","$916,423.00 "
NEW SPRINGVILLE          ,01 ONE FAMILY HOMES                        ,132,"$195,000.00 ","$422,138.00 ","$409,500.00 ","$880,000.00 "
NEW SPRINGVILLE          ,02 TWO FAMILY HOMES                        ,81,"$170,000.00 ","$812,974.00 ","$558,000.00 ","$12,500,000.00 "
OAKWOOD                  ,01 ONE FAMILY HOMES                        ,35,"$357,000.00 ","$516,461.00 ","$468,000.00 ","$865,512.00 "
OAKWOOD                  ,02 TWO FAMILY HOMES                        ,4,"$201,000.00 ","$408,167.00 ","$423,334.00 ","$585,000.00 "
OAKWOOD-BEACH            ,01 ONE FAMILY HOMES                        ,58,"$180,000.00 ","$413,216.00 ","$417,362.00 ","$750,000.00 "
OAKWOOD-BEACH            ,02 TWO FAMILY HOMES                        ,6,"$200,000.00 ","$586,045.00 ","$682,000.00 ","$760,000.00 "
PLEASANT PLAINS          ,01 ONE FAMILY HOMES                        ,34,"$175,000.00 ","$500,918.00 ","$466,500.00 ","$975,000.00 "
PLEASANT PLAINS          ,02 TWO FAMILY HOMES                        ,16,"$412,000.00 ","$798,900.00 ","$768,750.00 ","$1,135,000.00 "
PORT IVORY               ,01 ONE FAMILY HOMES                        ,42,"$180,000.00 ","$291,106.00 ","$299,950.00 ","$395,000.00 "
PORT IVORY               ,02 TWO FAMILY HOMES                        ,11,"$294,000.00 ","$336,250.00 ","$323,868.00 ","$500,000.00 "
PORT RICHMOND            ,01 ONE FAMILY HOMES                        ,135,"$155,000.00 ","$346,331.00 ","$315,000.00 ","$3,250,000.00 "
PORT RICHMOND            ,02 TWO FAMILY HOMES                        ,101,"$150,000.00 ","$374,117.00 ","$370,000.00 ","$565,128.00 "
PORT RICHMOND            ,03 THREE FAMILY HOMES                      ,2,"$368,740.00 ","$399,020.00 ","$399,020.00 ","$429,300.00 "
PRINCES BAY              ,01 ONE FAMILY HOMES                        ,55,"$180,000.00 ","$551,862.00 ","$510,000.00 ","$1,350,000.00 "
PRINCES BAY              ,02 TWO FAMILY HOMES                        ,47,"$269,000.00 ","$673,491.00 ","$600,666.00 ","$1,090,000.00 "
RICHMONDTOWN             ,01 ONE FAMILY HOMES                        ,49,"$250,000.00 ","$669,402.00 ","$620,000.00 ","$1,603,743.00 "
RICHMONDTOWN             ,02 TWO FAMILY HOMES                        ,1,"$625,000.00 ","$625,000.00 ","$625,000.00 ","$625,000.00 "
RICHMONDTOWN-LIGHTHS HILL,01 ONE FAMILY HOMES                        ,7,"$211,000.00 ","$710,857.00 ","$685,000.00 ","$1,075,000.00 "
ROSEBANK                 ,01 ONE FAMILY HOMES                        ,108,"$150,000.00 ","$379,467.00 ","$369,250.00 ","$700,000.00 "
ROSEBANK                 ,02 TWO FAMILY HOMES                        ,53,"$150,000.00 ","$462,637.00 ","$460,000.00 ","$794,000.00 "
ROSEBANK                 ,03 THREE FAMILY HOMES                      ,4,"$315,000.00 ","$433,875.00 ","$464,000.00 ","$492,500.00 "
ROSSVILLE                ,01 ONE FAMILY HOMES                        ,72,"$166,500.00 ","$470,139.00 ","$382,500.00 ","$1,310,000.00 "
ROSSVILLE                ,02 TWO FAMILY HOMES                        ,38,"$190,000.00 ","$623,641.00 ","$658,750.00 ","$998,000.00 "
ROSSVILLE-CHARLESTON     ,01 ONE FAMILY HOMES                        ,40,"$173,334.00 ","$468,697.00 ","$422,838.00 ","$1,150,000.00 "
ROSSVILLE-CHARLESTON     ,02 TWO FAMILY HOMES                        ,10,"$250,000.00 ","$553,023.00 ","$532,500.00 ","$738,231.00 "
ROSSVILLE-PORT MOBIL     ,01 ONE FAMILY HOMES                        ,1,"$475,000.00 ","$475,000.00 ","$475,000.00 ","$475,000.00 "
ROSSVILLE-RICHMOND VALLEY,01 ONE FAMILY HOMES                        ,4,"$474,750.00 ","$569,938.00 ","$527,500.00 ","$750,000.00 "
ROSSVILLE-RICHMOND VALLEY,02 TWO FAMILY HOMES                        ,5,"$300,000.00 ","$586,538.00 ","$621,500.00 ","$733,140.00 "
SILVER LAKE              ,01 ONE FAMILY HOMES                        ,25,"$172,500.00 ","$577,628.00 ","$488,000.00 ","$1,550,000.00 "
SILVER LAKE              ,02 TWO FAMILY HOMES                        ,8,"$325,000.00 ","$497,125.00 ","$495,500.00 ","$725,000.00 "
SILVER LAKE              ,03 THREE FAMILY HOMES                      ,2,"$445,000.00 ","$452,500.00 ","$452,500.00 ","$460,000.00 "
SOUTH BEACH              ,01 ONE FAMILY HOMES                        ,154,"$150,000.00 ","$413,172.00 ","$407,300.00 ","$850,000.00 "
SOUTH BEACH              ,02 TWO FAMILY HOMES                        ,55,"$150,000.00 ","$536,717.00 ","$560,037.00 ","$766,742.00 "
SOUTH BEACH              ,03 THREE FAMILY HOMES                      ,3,"$485,000.00 ","$531,667.00 ","$485,000.00 ","$625,000.00 "
STAPLETON                ,01 ONE FAMILY HOMES                        ,70,"$157,500.00 ","$312,043.00 ","$285,600.00 ","$750,000.00 "
STAPLETON                ,02 TWO FAMILY HOMES                        ,60,"$190,000.00 ","$357,299.00 ","$352,500.00 ","$585,000.00 "
STAPLETON                ,03 THREE FAMILY HOMES                      ,9,"$200,000.00 ","$335,389.00 ","$349,800.00 ","$450,500.00 "
STAPLETON-CLIFTON        ,01 ONE FAMILY HOMES                        ,27,"$233,500.00 ","$330,949.00 ","$329,550.00 ","$445,000.00 "
STAPLETON-CLIFTON        ,02 TWO FAMILY HOMES                        ,5,"$245,000.00 ","$345,400.00 ","$317,000.00 ","$495,000.00 "
SUNNYSIDE                ,01 ONE FAMILY HOMES                        ,36,"$257,500.00 ","$422,772.00 ","$410,000.00 ","$580,903.00 "
SUNNYSIDE                ,02 TWO FAMILY HOMES                        ,15,"$340,000.00 ","$538,978.00 ","$550,000.00 ","$749,330.00 "
SUNNYSIDE                ,03 THREE FAMILY HOMES                      ,1,"$220,000.00 ","$220,000.00 ","$220,000.00 ","$220,000.00 "
TODT HILL                ,01 ONE FAMILY HOMES                        ,22,"$400,000.00 ","$1,518,800.00 ","$1,325,000.00 ","$3,800,000.00 "
TOMPKINSVILLE            ,01 ONE FAMILY HOMES                        ,19,"$285,000.00 ","$464,026.00 ","$380,000.00 ","$930,000.00 "
TOMPKINSVILLE            ,02 TWO FAMILY HOMES                        ,15,"$202,800.00 ","$403,346.00 ","$424,080.00 ","$650,000.00 "
TOTTENVILLE              ,01 ONE FAMILY HOMES                        ,133,"$224,000.00 ","$544,900.00 ","$454,000.00 ","$1,629,200.00 "
TOTTENVILLE              ,02 TWO FAMILY HOMES                        ,82,"$190,000.00 ","$680,326.00 ","$675,000.00 ","$1,900,000.00 "
TRAVIS                   ,01 ONE FAMILY HOMES                        ,87,"$182,500.00 ","$359,443.00 ","$385,210.00 ","$625,000.00 "
TRAVIS                   ,02 TWO FAMILY HOMES                        ,10,"$255,000.00 ","$426,448.00 ","$417,500.00 ","$600,000.00 "
TRAVIS                   ,03 THREE FAMILY HOMES                      ,2,"$499,000.00 ","$529,500.00 ","$529,500.00 ","$560,000.00 "
WEST NEW BRIGHTON        ,01 ONE FAMILY HOMES                        ,174,"$150,000.00 ","$357,737.00 ","$325,000.00 ","$950,000.00 "
WEST NEW BRIGHTON        ,02 TWO FAMILY HOMES                        ,92,"$213,660.00 ","$417,267.00 ","$414,950.00 ","$750,000.00 "
WEST NEW BRIGHTON        ,03 THREE FAMILY HOMES                      ,2,"$240,000.00 ","$267,500.00 ","$267,500.00 ","$295,000.00 "
WESTERLEIGH              ,01 ONE FAMILY HOMES                        ,110,"$165,500.00 ","$413,069.00 ","$415,000.00 ","$925,000.00 "
WESTERLEIGH              ,02 TWO FAMILY HOMES                        ,35,"$240,000.00 ","$519,691.00 ","$555,000.00 ","$690,000.00 "
WILLOWBROOK              ,01 ONE FAMILY HOMES                        ,77,"$198,085.00 ","$447,991.00 ","$415,000.00 ","$1,200,000.00 "
WILLOWBROOK              ,02 TWO FAMILY HOMES                        ,39,"$210,000.00 ","$561,810.00 ","$575,000.00 ","$999,000.00 "
WOODROW                  ,01 ONE FAMILY HOMES                        ,95,"$254,500.00 ","$455,940.00 ","$453,000.00 ","$918,750.00 "
WOODROW                  ,02 TWO FAMILY HOMES                        ,43,"$413,000.00 ","$602,347.00 ","$545,000.00 ","$900,000.00 "
