NEIGHBORHOOD,TYPE OF HOME,NUMBER OF SALES,LOWEST SALE PRICE,AVERAGE SALE PRICE,MEDIAN SALE PRICE,HIGHEST SALE PRICE
MIDLAND BEACH            ,01 ONE FAMILY HOMES                        , 	108 ,"$152,100","$381,179","$400,961","$600,000"
MIDLAND BEACH            ,02 TWO FAMILY HOMES                        , 	17 ,"$155,000","$464,740","$475,000","$715,000"
MIDLAND BEACH            ,03 THREE FAMILY HOMES                      , 	1 ,"$661,500","$661,500","$661,500","$661,500"
NEW BRIGHTON             ,01 ONE FAMILY HOMES                        , 	43 ,"$177,000","$332,649","$331,172","$588,400"
NEW BRIGHTON             ,02 TWO FAMILY HOMES                        , 	60 ,"$150,000","$386,620","$403,125","$649,500"
NEW BRIGHTON             ,03 THREE FAMILY HOMES                      , 	7 ,"$255,000","$366,861","$336,000","$495,000"
NEW BRIGHTON-ST. GEORGE  ,01 ONE FAMILY HOMES                        , 	1 ,"$3,100,000","$3,100,000","$3,100,000","$3,100,000"
NEW DORP                 ,01 ONE FAMILY HOMES                        , 	61 ,"$150,000","$402,362","$390,000","$660,000"
NEW DORP                 ,02 TWO FAMILY HOMES                        , 	31 ,"$237,000","$541,887","$490,000","$763,687"
NEW DORP                 ,03 THREE FAMILY HOMES                      , 	2 ,"$355,000","$527,500","$527,500","$700,000"
NEW DORP-BEACH           ,01 ONE FAMILY HOMES                        , 	32 ,"$200,000","$362,510","$363,500","$560,000"
NEW DORP-BEACH           ,02 TWO FAMILY HOMES                        , 	3 ,"$292,500","$397,500","$410,000","$490,000"
NEW DORP-BEACH           ,03 THREE FAMILY HOMES                      , 	1 ,"$306,000","$306,000","$306,000","$306,000"
NEW DORP-HEIGHTS         ,01 ONE FAMILY HOMES                        , 	35 ,"$150,000","$466,335","$451,000","$905,000"
NEW DORP-HEIGHTS         ,02 TWO FAMILY HOMES                        , 	6 ,"$287,500","$466,750","$495,500","$638,500"
NEW DORP-HEIGHTS         ,03 THREE FAMILY HOMES                      , 	1 ,"$455,900","$455,900","$455,900","$455,900"
NEW SPRINGVILLE          ,01 ONE FAMILY HOMES                        , 	58 ,"$184,500","$399,326","$403,350","$775,000"
NEW SPRINGVILLE          ,02 TWO FAMILY HOMES                        , 	53 ,"$230,000","$658,753","$510,000","$7,700,000"
OAKWOOD                  ,01 ONE FAMILY HOMES                        , 	23 ,"$219,866","$511,689","$465,000","$1,050,000"
OAKWOOD                  ,02 TWO FAMILY HOMES                        , 	5 ,"$481,427","$562,085","$575,000","$619,000"
OAKWOOD-BEACH            ,01 ONE FAMILY HOMES                        , 	20 ,"$178,712","$411,440","$414,500","$690,000"
OAKWOOD-BEACH            ,02 TWO FAMILY HOMES                        , 	10 ,"$200,000","$473,450","$534,500","$665,000"
PLEASANT PLAINS          ,01 ONE FAMILY HOMES                        , 	17 ,"$200,000","$504,657","$440,000","$995,000"
PLEASANT PLAINS          ,02 TWO FAMILY HOMES                        , 	14 ,"$423,000","$755,466","$720,000","$1,215,000"
PORT IVORY               ,01 ONE FAMILY HOMES                        , 	16 ,"$170,000","$312,539","$315,000","$499,000"
PORT IVORY               ,02 TWO FAMILY HOMES                        , 	3 ,"$280,875","$369,216","$351,772","$475,000"
PORT IVORY               ,03 THREE FAMILY HOMES                      , 	1 ,"$361,000","$361,000","$361,000","$361,000"
PORT RICHMOND            ,01 ONE FAMILY HOMES                        , 	64 ,"$157,500","$315,334","$319,750","$650,000"
PORT RICHMOND            ,02 TWO FAMILY HOMES                        , 	46 ,"$160,200","$338,926","$315,500","$760,000"
PORT RICHMOND            ,03 THREE FAMILY HOMES                      , 	1 ,"$585,000","$585,000","$585,000","$585,000"
PRINCES BAY              ,01 ONE FAMILY HOMES                        , 	40 ,"$168,000","$573,498","$504,000","$1,450,000"
PRINCES BAY              ,02 TWO FAMILY HOMES                        , 	38 ,"$354,900","$666,714","$601,911","$999,900"
RICHMONDTOWN             ,01 ONE FAMILY HOMES                        , 	39 ,"$180,000","$633,621","$575,000","$1,680,112"
RICHMONDTOWN             ,02 TWO FAMILY HOMES                        , 	2 ,"$490,000","$595,000","$595,000","$700,000"
RICHMONDTOWN-LIGHTHS HILL,01 ONE FAMILY HOMES                        , 	5 ,"$525,000","$715,000","$700,000","$845,000"
ROSEBANK                 ,01 ONE FAMILY HOMES                        , 	47 ,"$162,500","$361,780","$375,000","$495,000"
ROSEBANK                 ,02 TWO FAMILY HOMES                        , 	20 ,"$150,000","$420,090","$448,500","$595,000"
ROSEBANK                 ,03 THREE FAMILY HOMES                      , 	1 ,"$428,747","$428,747","$428,747","$428,747"
ROSSVILLE                ,01 ONE FAMILY HOMES                        , 	41 ,"$260,000","$435,944","$360,000","$1,150,000"
ROSSVILLE                ,02 TWO FAMILY HOMES                        , 	16 ,"$200,000","$638,364","$665,000","$1,287,500"
ROSSVILLE-CHARLESTON     ,01 ONE FAMILY HOMES                        , 	31 ,"$360,000","$555,592","$564,110","$701,574"
ROSSVILLE-CHARLESTON     ,02 TWO FAMILY HOMES                        , 	2 ,"$310,000","$440,000","$440,000","$570,000"
ROSSVILLE-RICHMOND VALLEY,01 ONE FAMILY HOMES                        , 	6 ,"$340,000","$707,167","$459,000","$1,550,000"
ROSSVILLE-RICHMOND VALLEY,02 TWO FAMILY HOMES                        , 	2 ,"$525,000","$657,500","$657,500","$790,000"
SILVER LAKE              ,01 ONE FAMILY HOMES                        , 	28 ,"$300,000","$472,197","$466,000","$740,000"
SILVER LAKE              ,02 TWO FAMILY HOMES                        , 	5 ,"$375,000","$486,000","$470,000","$610,000"
SOUTH BEACH              ,01 ONE FAMILY HOMES                        , 	79 ,"$150,000","$398,151","$395,000","$830,000"
SOUTH BEACH              ,02 TWO FAMILY HOMES                        , 	22 ,"$262,600","$519,572","$520,000","$875,000"
SOUTH BEACH              ,03 THREE FAMILY HOMES                      , 	1 ,"$420,000","$420,000","$420,000","$420,000"
STAPLETON                ,01 ONE FAMILY HOMES                        , 	30 ,"$170,000","$303,962","$292,000","$685,000"
STAPLETON                ,02 TWO FAMILY HOMES                        , 	24 ,"$154,500","$330,042","$311,128","$520,000"
STAPLETON                ,03 THREE FAMILY HOMES                      , 	4 ,"$405,911","$509,728","$460,000","$713,000"
STAPLETON-CLIFTON        ,01 ONE FAMILY HOMES                        , 	13 ,"$187,590","$327,064","$349,800","$405,000"
SUNNYSIDE                ,01 ONE FAMILY HOMES                        , 	18 ,"$355,000","$475,848","$432,907","$712,775"
SUNNYSIDE                ,02 TWO FAMILY HOMES                        , 	4 ,"$330,000","$597,825","$412,500","$1,236,300"
TODT HILL                ,01 ONE FAMILY HOMES                        , 	12 ,"$300,000","$1,297,083","$1,130,000","$2,550,000"
TOMPKINSVILLE            ,01 ONE FAMILY HOMES                        , 	9 ,"$200,000","$481,650","$422,500","$973,000"
TOMPKINSVILLE            ,02 TWO FAMILY HOMES                        , 	13 ,"$176,900","$369,183","$440,000","$549,885"
TOMPKINSVILLE            ,03 THREE FAMILY HOMES                      , 	1 ,"$485,000","$485,000","$485,000","$485,000"
TOTTENVILLE              ,01 ONE FAMILY HOMES                        , 	75 ,"$250,000","$488,397","$420,000","$1,500,000"
TOTTENVILLE              ,02 TWO FAMILY HOMES                        , 	55 ,"$205,000","$691,635","$660,000","$1,854,450"
TRAVIS                   ,01 ONE FAMILY HOMES                        , 	40 ,"$200,000","$395,893","$413,539","$580,000"
TRAVIS                   ,02 TWO FAMILY HOMES                        , 	1 ,"$471,510","$471,510","$471,510","$471,510"
WEST NEW BRIGHTON        ,01 ONE FAMILY HOMES                        , 	86 ,"$150,000","$338,428","$347,282","$575,000"
WEST NEW BRIGHTON        ,02 TWO FAMILY HOMES                        , 	56 ,"$163,256","$383,102","$375,875","$837,433"
WEST NEW BRIGHTON        ,03 THREE FAMILY HOMES                      , 	2 ,"$381,600","$479,800","$479,800","$578,000"
WESTERLEIGH              ,01 ONE FAMILY HOMES                        , 	72 ,"$245,000","$413,096","$399,500","$630,000"
WESTERLEIGH              ,02 TWO FAMILY HOMES                        , 	26 ,"$150,000","$513,038","$507,500","$791,689"
WILLOWBROOK              ,01 ONE FAMILY HOMES                        , 	51 ,"$180,000","$439,124","$423,000","$1,500,000"
WILLOWBROOK              ,02 TWO FAMILY HOMES                        , 	22 ,"$260,000","$500,047","$525,000","$680,191"
WILLOWBROOK              ,03 THREE FAMILY HOMES                      , 	1 ,"$457,500","$457,500","$457,500","$457,500"
WOODROW                  ,01 ONE FAMILY HOMES                        , 	52 ,"$249,500","$435,776","$440,000","$898,268"
WOODROW                  ,02 TWO FAMILY HOMES                        , 	22 ,"$248,500","$545,543","$510,000","$900,000"
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
